Procedure_Description,CPT_Code,Cash_Price,Gross_Price
All Services for Outpatient Surgery for Treat ankle dislocation,27846,,"$9,521.03 "
All Services for Outpatient Surgery for Treat ankle dislocation,27848,,"$9,521.03 "
All Services for Outpatient Surgery for Fixation of ankle joint,27860,,"$4,308.71 "
All Services for Outpatient Surgery for Fusion of ankle joint open,27870,,"$18,775.05 "
All Services for Outpatient Surgery for Fusion of tibiofibular joint,27871,,"$18,775.05 "
All Services for Outpatient Surgery for Amputation of lower leg,27880,,"$24,377.41 "
All Services for Outpatient Surgery for Amputation of lower leg,27881,,"$9,521.03 "
All Services for Outpatient Surgery for Amputation of lower leg,27882,,"$9,521.03 "
All Services for Outpatient Surgery for Amputation follow-up surgery,27884,,"$4,308.71 "
All Services for Outpatient Surgery for Amputation follow-up surgery,27886,,"$9,521.03 "
All Services for Outpatient Surgery for Amputation of foot at ankle,27888,,"$18,775.05 "
All Services for Outpatient Surgery for Amputation of foot at ankle,27889,,"$9,521.03 "
All Services for Outpatient Surgery for Decompression of leg,27892,,"$4,308.71 "
All Services for Outpatient Surgery for Decompression of leg,27893,,"$9,521.03 "
All Services for Outpatient Surgery for Decompression of leg,27894,,"$4,308.71 "
All Services for Outpatient Surgery for Leg/ankle surgery procedure,27899,,$320.63 
All Services for Outpatient Surgery for Drainage of bursa of foot,28001,,"$2,135.43 "
All Services for Outpatient Surgery for Treatment of foot infection,28002,,"$2,121.54 "
All Services for Outpatient Surgery for Treatment of foot infection,28003,,"$4,308.71 "
All Services for Outpatient Surgery for Treat foot bone lesion,28005,,"$4,308.71 "
All Services for Outpatient Surgery for Incision of foot fascia,28008,,"$4,308.71 "
All Services for Outpatient Surgery for Incision of toe tendon,28010,,"$2,121.54 "
All Services for Outpatient Surgery for Incision of toe tendons,28011,,"$2,121.54 "
All Services for Outpatient Surgery for Exploration of foot joint,28020,,"$4,308.71 "
All Services for Outpatient Surgery for Exploration of foot joint,28022,,"$4,308.71 "
All Services for Outpatient Surgery for Exploration of toe joint,28024,,"$2,121.54 "
All Services for Outpatient Surgery for Decompression of tibia nerve,28035,,"$2,663.37 "
All Services for Outpatient Surgery for Exc foot/toe tum sc 1.5 cm/>,28039,,"$3,556.81 "
All Services for Outpatient Surgery for Exc foot/toe tum dep 1.5cm/>,28041,,"$3,556.81 "
All Services for Outpatient Surgery for Exc foot/toe tum sc < 1.5 cm,28043,,"$2,135.43 "
All Services for Outpatient Surgery for Exc foot/toe tum deep <1.5cm,28045,,"$4,421.00 "
All Services for Outpatient Surgery for Resect foot/toe tumor < 3 cm,28046,,"$3,556.81 "
All Services for Outpatient Surgery for Resect foot/toe tumor 3 cm/>,28047,,"$3,556.81 "
All Services for Outpatient Surgery for Biopsy of foot joint lining,28050,,"$4,308.71 "
All Services for Outpatient Surgery for Biopsy of foot joint lining,28052,,"$4,308.71 "
All Services for Outpatient Surgery for Biopsy of toe joint lining,28054,,"$4,308.71 "
All Services for Outpatient Surgery for Neurectomy foot,28055,,"$2,663.37 "
All Services for Outpatient Surgery for Partial removal foot fascia,28060,,"$4,308.71 "
All Services for Outpatient Surgery for Removal of foot fascia,28062,,"$4,308.71 "
All Services for Outpatient Surgery for Removal of foot joint lining,28070,,"$9,521.03 "
All Services for Outpatient Surgery for Removal of foot joint lining,28072,,"$4,308.71 "
All Services for Outpatient Surgery for Removal of foot lesion,28080,,"$4,952.00 "
All Services for Outpatient Surgery for Excise foot tendon sheath,28086,,"$4,308.71 "
All Services for Outpatient Surgery for Excise foot tendon sheath,28088,,"$4,308.71 "
All Services for Outpatient Surgery for Removal of foot lesion,28090,,"$2,121.54 "
All Services for Outpatient Surgery for Removal of toe lesions,28092,,"$2,121.54 "
All Services for Outpatient Surgery for Removal of ankle/heel lesion,28100,,"$4,308.71 "
All Services for Outpatient Surgery for Remove/graft foot lesion,28102,,"$9,521.03 "
All Services for Outpatient Surgery for Remove/graft foot lesion,28103,,"$9,521.03 "
All Services for Outpatient Surgery for Removal of foot lesion,28104,,"$4,308.71 "
All Services for Outpatient Surgery for Remove/graft foot lesion,28106,,"$9,521.03 "
All Services for Outpatient Surgery for Remove/graft foot lesion,28107,,"$9,521.03 "
All Services for Outpatient Surgery for Removal of toe lesions,28108,,"$2,121.54 "
All Services for Outpatient Surgery for Part removal of metatarsal,28110,,"$4,952.00 "
All Services for Outpatient Surgery for Part removal of metatarsal,28111,,"$4,308.71 "
All Services for Outpatient Surgery for Part removal of metatarsal,28112,,"$4,308.71 "
All Services for Outpatient Surgery for Part removal of metatarsal,28113,,"$4,308.71 "
All Services for Outpatient Surgery for Removal of metatarsal heads,28114,,"$4,308.71 "
All Services for Outpatient Surgery for Revision of foot,28116,,"$4,308.71 "
All Services for Outpatient Surgery for Removal of heel bone,28118,,"$4,308.71 "
All Services for Outpatient Surgery for Removal of heel spur,28119,,"$5,002.00 "
All Services for Outpatient Surgery for Part removal of ankle/heel,28120,,"$5,002.00 "
All Services for Outpatient Surgery for Partial removal of foot bone,28122,,"$4,952.00 "
All Services for Outpatient Surgery for Partial removal of toe,28124,,"$4,308.71 "
All Services for Outpatient Surgery for Partial removal of toe,28126,,"$4,308.71 "
All Services for Outpatient Surgery for Removal of ankle bone,28130,,"$9,521.03 "
All Services for Outpatient Surgery for Removal of metatarsal,28140,,"$4,308.71 "
All Services for Outpatient Surgery for Removal of toe,28150,,"$4,308.71 "
All Services for Outpatient Surgery for Partial removal of toe,28153,,"$4,308.71 "
All Services for Outpatient Surgery for Partial removal of toe,28160,,"$4,308.71 "
All Services for Outpatient Surgery for Resect tarsal tumor,28171,,"$4,308.71 "
All Services for Outpatient Surgery for Resect metatarsal tumor,28173,,"$4,308.71 "
All Services for Outpatient Surgery for Resect phalanx of toe tumor,28175,,"$2,121.54 "
All Services for Outpatient Surgery for Removal of foot foreign body,28190,,$949.21 
All Services for Outpatient Surgery for Removal of foot foreign body,28192,,"$2,135.43 "
All Services for Outpatient Surgery for Removal of foot foreign body,28193,,"$2,135.43 "
All Services for Outpatient Surgery for Repair of foot tendon,28200,,"$4,308.71 "
All Services for Outpatient Surgery for Repair/graft of foot tendon,28202,,"$9,521.03 "
All Services for Outpatient Surgery for Repair of foot tendon,28208,,"$4,308.71 "
All Services for Outpatient Surgery for Repair/graft of foot tendon,28210,,"$9,521.03 "
All Services for Outpatient Surgery for Release of foot tendon,28220,,"$2,121.54 "
All Services for Outpatient Surgery for Release of foot tendons,28222,,"$4,308.71 "
All Services for Outpatient Surgery for Release of foot tendon,28225,,"$4,308.71 "
All Services for Outpatient Surgery for Release of foot tendons,28226,,"$4,308.71 "
All Services for Outpatient Surgery for Incision of foot tendon(s),28230,,"$2,121.54 "
All Services for Outpatient Surgery for Incision of toe tendon,28232,,"$2,121.54 "
All Services for Outpatient Surgery for Incision of foot tendon,28234,,"$2,121.54 "
All Services for Outpatient Surgery for Revision of foot tendon,28238,,"$9,521.03 "
All Services for Outpatient Surgery for Release of big toe,28240,,"$4,308.71 "
All Services for Outpatient Surgery for Revision of foot fascia,28250,,"$4,308.71 "
All Services for Outpatient Surgery for Release of midfoot joint,28260,,"$4,308.71 "
All Services for Outpatient Surgery for Revision of foot tendon,28261,,"$2,121.54 "
All Services for Outpatient Surgery for Revision of foot and ankle,28262,,"$9,521.03 "
All Services for Outpatient Surgery for Release of midfoot joint,28264,,"$2,121.54 "
All Services for Outpatient Surgery for Release of foot contracture,28270,,"$4,308.71 "
All Services for Outpatient Surgery for Release of toe joint each,28272,,"$2,121.54 "
All Services for Outpatient Surgery for Fusion of toes,28280,,"$4,308.71 "
All Services for Outpatient Surgery for Repair of hammertoe,28285,,"$4,952.00 "
All Services for Outpatient Surgery for Repair of hammertoe,28286,,"$4,308.71 "
All Services for Outpatient Surgery for Partial removal of foot bone,28288,,"$4,308.71 "
All Services for Outpatient Surgery for Corrj halux rigdus w/o implt,28289,,"$5,002.00 "
All Services for Outpatient Surgery for Corrj halux rigdus w/implt,28291,,"$9,521.03 "
All Services for Outpatient Surgery for Correction hallux valgus,28292,,"$7,602.00 "
All Services for Outpatient Surgery for Correction hallux valgus,28295,,"$4,308.71 "
All Services for Outpatient Surgery for Correction hallux valgus,28296,,"$7,602.00 "
All Services for Outpatient Surgery for Correction hallux valgus,28297,,"$9,521.03 "
All Services for Outpatient Surgery for Correction hallux valgus,28298,,"$9,521.03 "
All Services for Outpatient Surgery for Correction hallux valgus,28299,,"$9,521.03 "
All Services for Outpatient Surgery for Incision of heel bone,28300,,"$9,521.03 "
All Services for Outpatient Surgery for Incision of ankle bone,28302,,"$9,521.03 "
All Services for Outpatient Surgery for Incision of midfoot bones,28304,,"$9,521.03 "
All Services for Outpatient Surgery for Incise/graft midfoot bones,28305,,"$9,521.03 "
All Services for Outpatient Surgery for Incision of metatarsal,28306,,"$9,521.03 "
All Services for Outpatient Surgery for Incision of metatarsal,28307,,"$9,521.03 "
All Services for Outpatient Surgery for Incision of metatarsal,28308,,"$4,308.71 "
All Services for Outpatient Surgery for Incision of metatarsals,28309,,"$9,521.03 "
All Services for Outpatient Surgery for Revision of big toe,28310,,"$9,521.03 "
All Services for Outpatient Surgery for Revision of toe,28312,,"$4,308.71 "
All Services for Outpatient Surgery for Repair deformity of toe,28313,,"$4,308.71 "
All Services for Outpatient Surgery for Removal of sesamoid bone,28315,,"$4,308.71 "
All Services for Outpatient Surgery for Repair of foot bones,28320,,"$18,775.05 "
All Services for Outpatient Surgery for Repair of metatarsals,28322,,"$9,521.03 "
All Services for Outpatient Surgery for Resect enlarged toe tissue,28340,,"$4,308.71 "
All Services for Outpatient Surgery for Resect enlarged toe,28341,,"$4,308.71 "
All Services for Outpatient Surgery for Repair extra toe(s),28344,,"$4,308.71 "
All Services for Outpatient Surgery for Repair webbed toe(s),28345,,"$2,121.54 "
All Services for Outpatient Surgery for Reconstruct cleft foot,28360,,"$9,521.03 "
All Services for Outpatient Surgery for Treatment of heel fracture,28400,,$320.63 
All Services for Outpatient Surgery for Treatment of heel fracture,28405,,$320.63 
All Services for Outpatient Surgery for Treatment of heel fracture,28406,,"$9,521.03 "
All Services for Outpatient Surgery for Treat heel fracture,28415,,"$9,521.03 "
All Services for Outpatient Surgery for Treat/graft heel fracture,28420,,"$18,775.05 "
All Services for Outpatient Surgery for Treatment of ankle fracture,28430,,$320.63 
All Services for Outpatient Surgery for Treatment of ankle fracture,28435,,"$2,121.54 "
All Services for Outpatient Surgery for Treatment of ankle fracture,28436,,"$9,521.03 "
All Services for Outpatient Surgery for Treat ankle fracture,28445,,"$9,521.03 "
All Services for Outpatient Surgery for Osteochondral talus autogrft,28446,,"$9,521.03 "
All Services for Outpatient Surgery for Treat midfoot fracture each,28450,,$320.63 
All Services for Outpatient Surgery for Treat midfoot fracture each,28455,,"$2,121.54 "
All Services for Outpatient Surgery for Treat midfoot fracture,28456,,"$9,521.03 "
All Services for Outpatient Surgery for Treat midfoot fracture each,28465,,"$9,521.03 "
All Services for Outpatient Surgery for Treat metatarsal fracture,28470,,$320.63 
All Services for Outpatient Surgery for Treat metatarsal fracture,28475,,$320.63 
All Services for Outpatient Surgery for Treat metatarsal fracture,28476,,"$4,308.71 "
All Services for Outpatient Surgery for Treat metatarsal fracture,28485,,"$9,521.03 "
All Services for Outpatient Surgery for Treat big toe fracture,28490,,$320.63 
All Services for Outpatient Surgery for Treat big toe fracture,28495,,$320.63 
All Services for Outpatient Surgery for Treat big toe fracture,28496,,"$4,308.71 "
All Services for Outpatient Surgery for Treat big toe fracture,28505,,"$4,308.71 "
All Services for Outpatient Surgery for Treatment of toe fracture,28510,,$320.63 
All Services for Outpatient Surgery for Treatment of toe fracture,28515,,$320.63 
All Services for Outpatient Surgery for Treat toe fracture,28525,,"$4,308.71 "
All Services for Outpatient Surgery for Treat sesamoid bone fracture,28530,,$320.63 
All Services for Outpatient Surgery for Treat sesamoid bone fracture,28531,,"$9,521.03 "
All Services for Outpatient Surgery for Treat foot dislocation,28540,,$320.63 
All Services for Outpatient Surgery for Treat foot dislocation,28545,,"$4,308.71 "
All Services for Outpatient Surgery for Treat foot dislocation,28546,,"$2,121.54 "
All Services for Outpatient Surgery for Repair foot dislocation,28555,,"$9,521.03 "
All Services for Outpatient Surgery for Treat foot dislocation,28570,,$320.63 
All Services for Outpatient Surgery for Treat foot dislocation,28575,,"$4,308.71 "
All Services for Outpatient Surgery for Treat foot dislocation,28576,,"$9,521.03 "
All Services for Outpatient Surgery for Repair foot dislocation,28585,,"$9,521.03 "
All Services for Outpatient Surgery for Treat foot dislocation,28600,,$320.63 
All Services for Outpatient Surgery for Treat foot dislocation,28605,,$320.63 
All Services for Outpatient Surgery for Treat foot dislocation,28606,,"$4,308.71 "
All Services for Outpatient Surgery for Repair foot dislocation,28615,,"$9,521.03 "
All Services for Outpatient Surgery for Treat toe dislocation,28630,,$320.63 
All Services for Outpatient Surgery for Treat toe dislocation,28635,,"$2,121.54 "
All Services for Outpatient Surgery for Treat toe dislocation,28636,,"$4,308.71 "
All Services for Outpatient Surgery for Repair toe dislocation,28645,,"$4,308.71 "
All Services for Outpatient Surgery for Treat toe dislocation,28660,,$320.63 
All Services for Outpatient Surgery for Treat toe dislocation,28665,,$368.11 
All Services for Outpatient Surgery for Treat toe dislocation,28666,,"$4,308.71 "
All Services for Outpatient Surgery for Repair of toe dislocation,28675,,"$4,308.71 "
All Services for Outpatient Surgery for Fusion of foot bones,28705,,"$24,377.41 "
All Services for Outpatient Surgery for Fusion of foot bones,28715,,"$18,775.05 "
All Services for Outpatient Surgery for Fusion of foot bones,28725,,"$18,775.05 "
