Charge Number,Procedure Name,Procedure Code (CPT/HCPCS),Default Modifier,Gross Charge,Discounted Cash Charge ,Hospital Inpatient / Outpatient / Both
50431320,IVR INJ PROC ANTEGRADE NEPHROSTOGRAM AND/OR URETEROGRAM EXISTING ACCESS,50431,, $949.00 , $550.42 ,Both
50430320,IVR INJ PROC ANTEGRADE NEPHROSTOGRAM AND/OR URETEROGRAM NEW ACCESS,50430,, $949.00 , $550.42 ,Both
20552320,IVR INJ SINGLE/MULT TRIGGER PT,20552,, $446.00 , $258.68 ,Both
20551320,IVR INJ TEND ORIGIN/INSERT,20551,, $446.00 , $258.68 ,Both
20550320,IVR INJ TENDON SHEATH/TRIGGER,20550,, $446.00 , $258.68 ,Both
0232T320,"IVR INJ, PLATELET RICH PLASMA, ANY SITE INCL IMAG GUID/HARV/PREP",0232T,, $620.00 , $359.60 ,Both
37619320,IVR INS INTRVAS VC FILTR W/WO VAS ACS VSL SELXN RS&I,37619,," $7,835.00 "," $4,544.30 ",Both
37191320,IVR INS INTRVAS VC FILTR W/WO VAS ACS VSL SELXN RS&I,37191,," $7,835.00 "," $4,544.30 ",Both
32550320,IVR INSERT INDWELLING CATH,32550,," $5,301.00 "," $3,074.58 ",Both
49421320,IVR INSERT INTRAPERITONL CATH,49421,," $5,301.00 "," $3,074.58 ",Both
36556320,IVR INSERT NON-TUNNELED V CATH,36556,," $2,781.00 "," $1,612.98 ",Both
36569320,IVR INSERT PERIPH VEN CATH,36569,," $2,781.00 "," $1,612.98 ",Both
36571320,IVR INSERT PERIPH VENOUS DEV,36571,," $4,724.00 "," $2,739.92 ",Both
36558320,IVR INSERT TUNNELED V CATH,36558,," $4,724.00 "," $2,739.92 ",Both
36561320,IVR INSERT TUNNELED V DEVICE,36561,," $4,724.00 "," $2,739.92 ",Both
51701320,IVR INSERTION OF NON INDWELLING CATHETER,51701,, $186.00 , $107.88 ,Both
49411320,"IVR INTERSTITIAL DEVICE INTRA-ABD,PELVIC,RETRO SGL/MLT",49411,," $2,123.00 "," $1,231.34 ",Both
36902320,"IVR INTR NDL &/OR CATH,DLYSIS CIRCUIT W DX ANGIO DLYSIS CIRC; INC RAD SUPVN & INTERP PERF ANGIO",36902,," $8,445.00 "," $4,898.10 ",Both
36901320,"IVR INTR NDL &/OR CATH,DLYSIS CIRCUIT W/ DX ANGIO DLYSIS CIRC;SUPVN & INTRP IMAGE DOC/REP",36901,," $2,781.00 "," $1,612.98 ",Both
62302320,IVR MYELOGRAPHY VIA LUMBAR INJECTION,62302,," $1,161.00 ", $673.38 ,Both
62305320,"IVR MYELOGRAPHY VIA LUMBAR INJECTION, LUMBAR/THORACIC/CERVICAL",62305,," $1,161.00 ", $673.38 ,Both
62304320,"IVR MYELOGRAPHY VIA LUMBAR INJECTION, LUMBOSACRAL",62304,," $1,161.00 ", $673.38 ,Both
62303320,"IVR MYLOGRAPHY VIA LUMBAR INJECTION, THORACIC",62303,," $1,161.00 ", $673.38 ,Both
43761320,IVR NASO OR ORO-GASTRIC F-TUBE,43761,, $400.00 , $232.00 ,Both
43752320,IVR NASO/OROGAST TUBE PLACEMT,43752,, $620.00 , $359.60 ,Both
36221320,IVR NONSLCTV CATH THOR AORTA ANGIO INTR/XTRCRANL ART,36221,," $4,724.00 "," $2,739.92 ",Both
49460320,IVR OBSTRUCT MATERIAL FM TUBE,49460,," $1,340.00 ", $777.20 ,Both
49418320,IVR PERC INSERT INTRAPERITONEAL TUN CATH; DIAL COMPLETE,49418,," $5,301.00 "," $3,074.58 ",Both
62267320,IVR PERCUT ASPIRATN DIAGNOSTIC,62267,," $1,040.00 ", $603.20 ,Both
47490320,IVR PERCUT CHOLECYSTOSTOMY,47490,," $5,301.00 "," $3,074.58 ",Both
22513320,IVR PERCUTANEOUS VERTEBRAL AUGMENTATION,22513,," $10,198.00 "," $5,914.84 ",Both
22514320,"IVR PERCUTANEOUS VERTEBRAL, AUGMENTATION, LUMBAR",22514,," $10,198.00 "," $5,914.84 ",Both
22510320,IVR PERCUTANEOUS VERTEBROPLASTY,22510,," $4,667.00 "," $2,706.86 ",Both
22511320,"IVR PERCUTANEOUS VERTEBROPLASTY, 1 VERTEBRAL BODY",22511,," $4,667.00 "," $2,706.86 ",Both
49084320,IVR PERITONEAL LAVAGE W/WO IMAGING GUIDANCE,49084,," $1,340.00 ", $777.20 ,Both
36573320,IVR PICC W/O SUBQ PORT OR PUMP INCL IMAG GUID & DOC; AGE 5 YRS & OLDER,36573,," $2,781.00 "," $1,612.98 ",Both
50432320,IVR PLACEMENT  NEPHROSTOMY CATHETER,50432,," $3,020.00 "," $1,751.60 ",Both
19281320,"IVR PLACEMENT BREAST DEVICE, PERC; FIRST LESION, W/ MAMMOGRAPHIC GUIDE",19281,," $1,040.00 ", $603.20 ,Both
19287320,"IVR PLACEMENT BREAST DEVICE, PERC; FIRST LESION, W/ MRI GUIDE",19287,," $1,040.00 ", $603.20 ,Both
19283320,"IVR PLACEMENT BREAST DEVICE, PERC; FIRST LESION, W/ STERO GUIDE",19283,," $1,040.00 ", $603.20 ,Both
19285320,"IVR PLACEMENT BREAST DEVICE, PERC; FIRST LESION, W/ US GUIDE",19285,," $1,040.00 ", $603.20 ,Both
50433320,IVR PLACEMENT NEPHROURETERAL CATHETER,50433,," $5,146.00 "," $2,984.68 ",Both
10035320,"IVR PLACEMENT SOFT TISSUE LOCALIZATION DEVICE, 1ST LESSION",10035,," $1,040.00 ", $603.20 ,Both
50695320,IVR PLACEMENT URETER STENT NEW ACCESS WITHOUT,50695,," $5,146.00 "," $2,984.68 ",Both
50694320,IVR PLACEMENT URETERAL STENT PERCUTANEOUS,50694,," $5,146.00 "," $2,984.68 ",Both
32557320,"IVR PLEURAL DRAINAGE W/ INSERTION OF CATH, W/IMAGING",32557,," $2,781.00 "," $1,612.98 ",Both
C1788622,IVR PORT INDWELLING,C1788,," $1,285.00 ", $745.30 ,Both
47531320,IVR PROC CHOLANGIOGRAPY,47531,," $5,301.00 "," $3,074.58 ",Both
10160320,IVR PUNCTURE ASP ABSCESS,10160,, $545.00 , $316.10 ,Both
19000320,IVR PUNCTURE ASP CYST BREAST,19000,," $1,040.00 ", $603.20 ,Both
61070320,IVR PUNCTURE SHUNT,61070,," $1,066.00 ", $618.28 ,Both
24200320,IVR REM FB UPPER ARM/ELBOW AREA SUBQ,24200,," $2,340.00 "," $1,357.20 ",Both
11982320,IVR REM NON-BIODEGRADABLE DRUG DELIVERY IMPLANT,11982,, $620.00 , $359.60 ,Both
32552320,IVR REMOVAL INDWELL TUNNELED PLEURAL CATH W/CUFF,32552,," $1,075.00 ", $623.50 ,Both
36596320,IVR REMOVAL INTRALUMINAL DEV,36596,," $2,781.00 "," $1,612.98 ",Both
36595320,IVR REMOVAL PERICATHETER CATH,36595,," $4,724.00 "," $2,739.92 ",Both
36589320,IVR REMOVAL TUNNELED V CATH,36589,," $1,075.00 ", $623.50 ,Both
36590320,IVR REMOVAL TUNNELED V DEVICE,36590,," $1,075.00 ", $623.50 ,Both
36262320,IVR REMOVE INFUSION PUMP,36262,," $5,087.00 "," $2,950.46 ",Both
50200320,IVR RENAL BX PERCUT TROC/NDLE,50200,," $2,340.00 "," $1,357.20 ",Both
43762320,IVR REP GASTROSTOMY TUBE PERCUT W/O IMAG/GUID; NOT REQ REVIS OF TRACT,43762,, $400.00 , $232.00 ,Both
43763320,IVR REP GASTROSTOMY TUBE PERCUT W/O IMAG/GUID; REQ REVIS OF TRACT,43763,, $400.00 , $232.00 ,Both
36576320,IVR REPAIR CVA DEVICE,36576,," $2,781.00 "," $1,612.98 ",Both
36575320,IVR REPAIR TUNNEL/NON-T V CATH,36575,," $1,075.00 ", $623.50 ,Both
36578320,IVR REPLACE CATH CVA DEVICE,36578,," $4,724.00 "," $2,739.92 ",Both
49451320,IVR REPLACE DUODEN/JEJUNO TUBE,49451,," $1,340.00 ", $777.20 ,Both
49450320,IVR REPLACE GASTRO/CEC TUBE,49450,," $1,340.00 ", $777.20 ,Both
49452320,IVR REPLACE GASTRO-JEJUNO TUBE,49452,," $1,340.00 ", $777.20 ,Both
36580320,IVR REPLACE NON-TUNNEL V CATH,36580,," $2,781.00 "," $1,612.98 ",Both
36584320,IVR REPLACE PERIPHERAL V CATH,36584,," $2,781.00 "," $1,612.98 ",Both
36585320,IVR REPLACE PERIPHERAL V DEV,36585,," $4,724.00 "," $2,739.92 ",Both
36581320,IVR REPLACE TUNNELED V CATH,36581,," $4,724.00 "," $2,739.92 ",Both
36582320,IVR REPLACE TUNNELED V DEVICE,36582,," $4,724.00 "," $2,739.92 ",Both
36583320,IVR REPLACE TUNNELED V DEVICE,36583,," $7,835.00 "," $4,544.30 ",Both
36597320,IVR REPOSITION CV CATHETER,36597,," $2,781.00 "," $1,612.98 ",Both
37192320,IVR REPSNG INTRVAS VC FILTR W/WO ACS VSL SELXN RS&I,37192,," $4,724.00 "," $2,739.92 ",Both
37220320,IVR REVASCULARIZATION ILIAC ARTERY ANGIOP 1ST VSL,37220,," $8,445.00 "," $4,898.10 ",Both
37224320,IVR REVSC OOPN/PRG FEM/POP W/ANGIOPLASTY UNI,37224,," $8,445.00 "," $4,898.10 ",Both
37226320,IVR REVSC OOPN/PRQ FEM/POP W/STNT/ANGIOP SM VSL,37226,," $16,891.00 "," $9,796.78 ",Both
37225320,IVR REVSC OPN/PRQ FEM/POP W/ATHRC/ANGIOP SM VSL,37225,," $16,891.00 "," $9,796.78 ",Both
37227320,IVR REVSC OPN/PRQ FEM/POP W/STNT/ATHRC/ANGIOP SM VSL,37227,," $27,173.00 "," $15,760.34 ",Both
37221320,IVR REVSC OPN/PRQ ILIAC ART W/STNT PLMT & ANGIOP UNI,37221,," $16,891.00 "," $9,796.78 ",Both
37228320,IVR REVSC OPN/PRQ TIB/PERO W/ANGIOPLASTY UNI,37228,," $16,891.00 "," $9,796.78 ",Both
37229320,IVR REVSC OPN/PRQ TIB/PERO W/ATHRC/ANGIOP SM VSL,37229,," $27,173.00 "," $15,760.34 ",Both
37230320,IVR REVSC OPN/PRQ TIB/PERO W/STNT/ANGIOP SM VSL,37230,," $27,173.00 "," $15,760.34 ",Both
37231320,IVR REVSC OPN/PRQ TIB/PERO W/STNT/ATHR/ANGIOP SM VSL,37231,," $27,173.00 "," $15,760.34 ",Both
50389320,IVR RML OF NEPHROSTOMY TUBE,50389,, $949.00 , $550.42 ,Both
50387320,IVR RMVL & RPLCMT EXTRNL STENT,50387,," $3,020.00 "," $1,751.60 ",Both
50384320,IVR RMVL INTERN DWELLING STENT,50384,," $3,020.00 "," $1,751.60 ",Both
37197320,IVR RQ TRANSCATHETER RTRVL INTRVAS FB WITH IMAGING,37197,," $4,724.00 "," $2,739.92 ",Both
37193320,IVR RTRVL INTRVAS VC FILTR W/WO ACS VSL SELXN RS&I,37193,," $4,724.00 "," $2,739.92 ",Both
49185320,"IVR SCLEROTHRPY FLUID COLLECT,PERCUT,INC/CNTRST/SCLROSANT INJ,DX STUDY",49185,," $1,040.00 ", $603.20 ,Both
36252320,IVR SLCTV CATH 1STORD W/WO ART PUNCT,36252,," $4,724.00 "," $2,739.92 ",Both
36251320,IVR SLCTV CATH 1STORD W/WO ART PUNCT/FLUORO/S&I UNI,36251,," $4,724.00 "," $2,739.92 ",Both
36223320,IVR SLCTV CATH CAROTID/INNOM ART ANGIO INTRCRANL ART,36223,," $7,835.00 "," $4,544.30 ",Both
36222320,IVR SLCTV CATH CAROTID/INNOM ART ANGIO XTRCRANL ART,36222,," $4,724.00 "," $2,739.92 ",Both
36224320,IVR SLCTV CATH INTRNL CAROTID ART ANGIO INTRCRNL ART,36224,," $7,835.00 "," $4,544.30 ",Both
36225320,IVR SLCTV CATH SUBCLAVIAN ART ANGIO VERTEBRAL ARTERY,36225,," $4,724.00 "," $2,739.92 ",Both
36226320,IVR SLCTV CATH VERTEBRAL ART ANGIO VERTEBRAL ARTERY,36226,," $7,835.00 "," $4,544.30 ",Both
62270320,IVR SPINAL PUNCTURE LUMB,62270,," $1,066.00 ", $618.28 ,Both
62272320,IVR SPINAL PUNCTURE THERA DRAIN,62272,," $1,066.00 ", $618.28 ,Both
C1874622,IVR STENT COATED/COVERED W/SYS,C1874,," $6,281.00 "," $3,642.98 ",Both
C1876622,IVR STENT N-COATD/N-CVRD W/SYS,C1876,," $3,681.00 "," $2,134.98 ",Both
C1877624,IVR STENT N-COATD/N-CVRD WOSYS,C1877,," $2,604.00 "," $1,510.32 ",Both
C2617624,IVR STENT NON COR TEMP W/O SYS,C2617,, $543.00 , $314.94 ,Both
36253320,IVR SUPSLCTV CATH 2ND+ORD RENL&ACCES ARTERY/S&I UNI,36253,," $7,835.00 "," $4,544.30 ",Both
32555320,"IVR THORACENTESIS NEEDLE, OR CATH W/IMAGING GUIDANCE",32555,," $1,075.00 ", $623.50 ,Both
37187320,IVR THROMBOLYSIS  INC FLUORO,37187,," $8,445.00 "," $4,898.10 ",Both
37213320,IVR THROMBOLYSIS ART/VENOUS INFSN W/IMAGE SUBSQ TX,37213,," $2,781.00 "," $1,612.98 ",Both
37211320,IVR THROMBOLYSIS ARTERIAL INFUSION W/IMAGING INIT TX,37211,," $7,835.00 "," $4,544.30 ",Both
37212320,IVR THROMBOLYSIS VENOUS INFUSION W/IMAGING INIT TX,37212,," $4,724.00 "," $2,739.92 ",Both
37248320,"IVR TRANS BALLOON ANGIOPLAST, EXCPT DIALYSIS CIRCUIT, OPEN/PERC, INIT VEIN",37248,," $8,445.00 "," $4,898.10 ",Both
37200320,IVR TRANSCATH BX,37200,," $7,835.00 "," $4,544.30 ",Both
61626320,IVR TRANSCATH OCCLUSION/EMBOL,61626,," $16,891.00 "," $9,796.78 ",Both
37236320,"IVR TRANSCATH PLACE STENT (NON-COR), OPEN/PERC, INC S&I, ANGIO SAME VESSEL; INTL ARTERY",37236,," $16,891.00 "," $9,796.78 ",Both
37238320,"IVR TRANSCATH PLACE STENT, OPEN/PERC, INC S&I, ANGIO W/ IN SAME VESSEL; INTL VEIN",37238,," $16,891.00 "," $9,796.78 ",Both
32551320,IVR TUBE THORACOSTOMY,32551,," $2,781.00 "," $1,612.98 ",Both
44799320,IVR UNLISTED PROC BILIARY TRACT,44799,," $1,340.00 ", $777.20 ,Both
19499320,IVR UNLISTED PROC BREAST,19499,," $5,165.00 "," $2,995.70 ",Both
38999320,IVR UNLISTED PROC HEMIC/LYMPH,38999,, $662.00 , $383.96 ,Both
32999320,IVR UNLISTED PROC LUNGS/PLEURA,32999,," $1,075.00 ", $623.50 ,Both
20999320,IVR UNLISTED PROC MUSCULOSKELETAL SYS GENERAL,20999,, $368.00 , $213.44 ,Both
17999320,IVR UNLISTED PROC SKIN MUCOUS MEMBRANE & SUBQ TISSUE,17999,, $298.00 , $172.84 ,Both
22899320,IVR UNLISTED PROC SPINE,22899,, $368.00 , $213.44 ,Both
53899320,IVR UNLISTED PROC URINARY SYS,53899,, $400.00 , $232.00 ,Both
37799320,IVR UNLISTED PROC VASC SURG,37799,," $1,075.00 ", $623.50 ,Both
37244320,"IVR VASC EMB/OCC, INC S&I/IMAGE GUIDE; ART/VEN HEMORRHAGE, LYMPH EXTRAVASATION",37244,," $16,891.00 "," $9,796.78 ",Both
37243320,"IVR VASC EMB/OCC, INC S&I/INTRAPROCEDURAL ROADMAPPING/IMAGE GUIDE; TUMORS/ORGAN ISCHEMIA/INFARCTION",37243,," $16,891.00 "," $9,796.78 ",Both
37241320,"IVR VASC EMB/OCC, INC S&I/INTRAPROCEDURAL ROADMAPPING/IMAGE GUIDE; VENOUS, NOT HEMORRHAGE",37241,," $16,891.00 "," $9,796.78 ",Both
37242320,"IVR VASC EMB/OCC, INCLUSIVE RAD S&I/IMAGE GUIDE; VENOUS, NOT HEMORRHAGE/TUMOR",37242,," $16,891.00 "," $9,796.78 ",Both
C1880622,IVR VENA CAVA FILTER,C1880,," $3,761.00 "," $2,181.38 ",Both
36478320,IVR VENOUS ABLATION LASER 1ST,36478,," $4,724.00 "," $2,739.92 ",Both
36475320,"IVR VENOUS ABLATION RADIOFREQUENCY, 1ST VEIN",36475,," $4,724.00 "," $2,739.92 ",Both
36482320,"IVR VENOUS ABLATION TRANSCATHETER DELIVERY, 1ST VEIN",36482,," $7,835.00 "," $4,544.30 ",Both
J9207636,"IXABEPILONE INJ, 1 MG, FAC FEE",J9207,, $465.73 , $270.12 ,Both
81270,JAK2 GENE ANALYSIS P.VAL617PHE VARIANT,81270,, $197.00 , $114.26 ,Both
77077,JOINT SURVEY SINGLE VIEW 2 OR MORE JOINT,77077,TC, $114.00 , $66.12 ,Both
J3301250,KENALOG  (TRIAMCINOLONE ACETONIDE) PER 10 MG,J3301,, $3.05 , $1.77 ,Both
83582,KETOGENIC STEROID FRACTIONATION,83582,, $46.00 , $26.68 ,Both
83586,KETOSTEROID 17-(17-KS) TOTAL,83586,, $38.00 , $22.04 ,Both
83593,KETOSTEROIDS FRACTIONATION,83593,, $85.00 , $49.30 ,Both
78725,KIDNEY FUNCT STUDY W/O PHARM INTERVENTIN,78725,TC, $369.00 , $214.02 ,Both
78700,KIDNEY IMAGING STATIC ONLY,78700,TC, $610.00 , $353.80 ,Both
78707,KIDNEY IMAGING W/ VASCULAR FLOW & FUNC,78707,TC, $761.00 , $441.38 ,Both
78709,"KIDNEY IMAGING W/VASC FLOW/FUNC,MULTIPLE",78709,TC," $1,224.00 ", $709.92 ,Both
78708,"KIDNEY IMAGING W/VASC FLOW/FUNC,RX INTVN",78708,TC, $483.00 , $280.14 ,Both
78701,KIDNEY IMAGING WITH VASCULAR FLOW,78701,TC, $795.00 , $461.10 ,Both
M0201755,KIT ENDOMETRIAL ABLATION NOVASURE W/SS,,," $1,600.00 ", $928.00 ,Both
PC101657,KIT HIP ARTHROSCOPY 3.5MM PUSHLOCK DIS,,, $394.00 , $228.52 ,Both
M0201794,KIT HIP ARTHROSCOPY MASTER DISP W/BLADE,,, $788.00 , $457.04 ,Both
M0201799,KIT HIP ARTHROSCOPY W/WIRES AND NEEDLES,,, $490.00 , $284.20 ,Both
PC105314,"KIT, ACCESSORY, DILATORS, 9 - 12MM, F/ AMS (720131-01)",,, $412.00 , $238.96 ,Both
PC105187,"KIT, ACCESSORY, F/ AMS 700 PENILE (72401850)",,," $1,069.50 ", $620.31 ,Both
PC101097,"KIT, ACCESSORY, F/ AMS 800 SPHINCTER (720066-01)",,, $866.25 , $502.43 ,Both
PC101078,"KIT, BIO-TENODESIS",,, $450.00 , $261.00 ,Both
PC106436,"KIT, BOOT, W/SILICONE ADHESIVE, F/ EXT NEUROSTIM (375003)",C1778,, $150.00 , $87.00 ,Both
M010626149,"KIT, CATH, PD, PRESTERNAL, 15FR, 112.3CM L (8888121132)",C1752,, $873.25 , $506.49 ,Both
PC106007,"KIT, CHARGER, SENZA (CHGR1000)",L8689,," $2,636.25 "," $1,529.03 ",Both
M0215165,"KIT, CLOSE SURE, CARTER-THOMASON, INLET(STRYKER)",,, $147.35 , $85.46 ,Both
M010722082,"KIT, COMPRESS BRIDGE,FIBERTAPE W/5 NDLS,JUMPST DRESS(AR-7297)",C1713,, $900.00 , $522.00 ,Both
M010502053,"KIT, ENDOMETRIAL ABLATION, NOVASURE ADV W/SURSND(NS2013KITUS)",,, $241.67 , $140.17 ,Both
PC106452,"KIT, F/ STAR TOTAL ANKLE, DISP SUPPLIES(100-0071)",,," $2,138.40 "," $1,240.27 ",Both
M010570672,"KIT, F/FIBERTAK SUT ANCHOR, W DRILL, SPEAR, OBTUR (AR-3600DC)",C1713,, $267.64 , $155.23 ,Both
M010678182,"KIT, FIBERTAK, CURVED, DISP (AR-3638DC)",C1713,, $438.75 , $254.48 ,Both
M010678183,"KIT, FIBERTAK, STRAIGHT, DISP (AR-3638DS)",C1713,, $393.75 , $228.38 ,Both
M010770781,"KIT, FIBULOCK IMPLANT, W/END CAP, WIRES, REAMR,SYS(AR-8973DS)",C1713,, $900.38 , $522.22 ,Both
M010645724,"KIT, FIDUCIAL, 18G, 30CM NDL, 1.0 X 5MM GOLD MARKER(1512-2-1)",C1716,, $303.75 , $176.18 ,Both
M010339939,"KIT, INSERT, BIO-SUTURE TAK, 3.0MM, DISP (AR-1934PI-30)",,, $372.94 , $216.31 ,Both
M010668830,"KIT, INSERT, FIBERTAK, W/GUIDEWIRE, DRILL SLEEVE (AR-8990DS)",,, $550.00 , $319.00 ,Both
PC106382,"KIT, INSTRUMENT, F/RETROFUSION IMPLANT, DISP (AR-4157DS)",,, $787.50 , $456.75 ,Both
M010748024,"KIT, INTERNALBRAC,3.5/4.75MM BIOSWVL,JMPSTRT DRS(AR-1788J-CP)",C1713,," $2,018.25 "," $1,170.59 ",Both
M010627232,"KIT, INTERNALBRACE, FOREFOOT,W/3X8MM PEEK SCREW(AR-1530P-CP)",,," $1,600.76 ", $928.44 ,Both
PC105138,"KIT, INTERNALBRACE, LIGAMENT AUG,3.5MM ANCHR,COLL(AR-1688-CP)",C1776,," $1,451.25 ", $841.73 ,Both
M010657414,"KIT, INTERNALBRACE, LIGM AUG, HND/WRST,3.5 SWVLCK(AR-8978-CP)",C1713,," $2,018.25 "," $1,170.59 ",Both
PC106064,"KIT, REMOTE CONTROL, SCS, FREELINK (SC-5552-1)",C1787,," $1,929.49 "," $1,119.10 ",Both
PC104503,"KIT, REPAIR, LIGAMENT AUGMENT,INTERNALBRACE W/ACC(AR-1678-CP",,," $1,365.00 ", $791.70 ,Both
M010509709,"KIT, SHLDR,ARTHROSCOPY,W/DRILL,GUIDE,OBTRATR,F/Q-FIX(25-2810)",C1769,, $250.00 , $145.00 ,Both
M010704642,"KIT, STIMULATOR, F/INTERSTIM II (TH90G01)",C1787,," $2,632.50 "," $1,526.85 ",Both
M010678200,"KIT, SUTURE IMPLANT, PARS, ACHILLES SUTURETAPE SYS(AR-8862DS)",C1713,," $2,018.25 "," $1,170.59 ",Both
PC106514,"KIT, TFCC, INSTRUMENT, DISP (AR-8825CP)",,, $612.50 , $355.25 ,Both
M010004812,"KIT, TRANS-TIB, ACL, W/O SAWBLADES, DISP (AR-1898S)",,, $261.00 , $151.38 ,Both
27550450,"KNEE DISLOCATION TX CLOSED W/O ANESTH, ER FEE",27550,, $368.00 , $213.44 ,Both
M0033238,"KNEE ORTHOSIS IMMOBILIZR LONG, FAC FEE",,, $47.00 , $27.26 ,Both
M010110239,"KNIFE, GRAFT,  9MM, PARALLEL BLADES (AR-2285-09)",,, $103.40 , $59.97 ,Both
PC106934,"K-WIRE, .045 X 5"" (24900091)",C1769,, $123.75 , $71.78 ,Both
PC105095,"K-WIRE, 0.8 X 100MM, TROCAR PT, SS (A-5040.00/1)",,, $141.75 , $82.22 ,Both
M010091327,"K-WIRE, 0.8 X 70MM, TROCAR POINT (292.08)",C1713,, $1.65 , $0.96 ,Both
PC106750,"K-WIRE, 0.9 X 102MM, F/ PHALINX HAMMERTOE FIX (45302001)",C1769,, $107.25 , $62.21 ,Both
PC106396,"K-WIRE, 0.9 X 150MM, DOUBLE TROCAR TIP, SMOOTH (P99-292-0915)",C1769,, $63.00 , $36.54 ,Both
PC105488,"K-WIRE, 0.9 X 150MM, SINGLE TROCAR TIP, SMOOTH (P99-192-0915)",C1769,, $63.00 , $36.54 ,Both
PC106880,"K-WIRE, 1.1 X 100MM, SINGLE TROCAR TIP, SMOOTH (P99-192-1110)",C1769,, $96.25 , $55.83 ,Both
PC106372,"K-WIRE, 1.1 X 100MM, TROCAR PT, SS (A-5040.00/1)",C1769,, $77.83 , $45.14 ,Both
PC106863,"K-WIRE, 1.1 X 102MM, F/ PHALINX HAMMERTOE FIX (45302002)",C1769,, $107.25 , $62.21 ,Both
PC106156,"K-WIRE, 1.2 X 100MM, F/ 3.0MM ASNIS MICRO (45-30015)",C1769,, $145.00 , $84.10 ,Both
PC105448,"K-WIRE, 1.2 X 150MM, SINGLE TROCAR TIP, SMOOTH (P99-192-1215",C1769,, $63.00 , $36.54 ,Both
M010150052,"K-WIRE, 1.25  X 150MM, TROCAR POINT, SS (390157)",C1713,, $17.85 , $10.35 ,Both
PC106577,"K-WIRE, 1.4 X 100MM, SINGLE TROCAR TIP, SMOOTH (P99-192-1410)",C1769,, $96.25 , $55.83 ,Both
PC106751,"K-WIRE, 1.4 X 102MM, F/ PHALINX HAMMERTOE FIX (45302003)",C1769,, $107.25 , $62.21 ,Both
PC106736,"K-WIRE, 1.4 X 150MM, SINGLE TROCAR TIP, SMOOTH (P99-192-1415)",C1769,, $63.00 , $36.54 ,Both
PC106678,"K-WIRE, 1.6 X 100MM, SINGLE TROCAR TIP, SMOOTH (P99-192-1610)",C1769,, $82.50 , $47.85 ,Both
PC107146,"K-WIRE, 1.6 X 150MM, LANCET PT, SS (A-5042.41/1)",C1769,, $77.83 , $45.14 ,Both
PC105492,"K-WIRE, 1.6 X 150MM, SINGLE TROCAR TIP, SMOOTH (P99-192-1615",C1769,, $63.00 , $36.54 ,Both
PC105673,"K-WIRE, 2.0 X 150MM, SINGLE TROCAR TIP, SMOOTH (P99-192-2015)",C1769,, $63.00 , $36.54 ,Both
PC107058,"K-WIRE, 2.3 X 150MM, SINGLE TROCAR TIP, SMOOTH (P99-192-2315)",C1769,, $63.00 , $36.54 ,Both
PC106837,"K-WIRE, 2.3 X 200MM, SINGLE TROCAR TIP, SMOOTH (P99-192-2320)",C1713,, $115.50 , $66.99 ,Both
PC106054,"K-WIRE, 2.3 X 230MM, SINGLE TROCAR TIP, SMOOTH (P99-192-2323)",C1769,, $63.00 , $36.54 ,Both
PC106055,"K-WIRE, 2.3X230MM, SNGL TROC TIP, SMO, W/FLOURO(P99-194-2323)",C1769,, $202.50 , $117.45 ,Both
M010407778,"K-WIRE, 2.5 X 150MM (58862515)",C1713,, $66.00 , $38.28 ,Both
M010471202,"K-WIRE, 2.5 X 270MM, HEADED, F/ DARCO (707092502)",C1713,, $123.75 , $71.78 ,Both
93452,L HRT CATH W/NJX L VENTRICULOGRAPHY IMG S&I,93452,TC," $2,808.00 "," $1,628.64 ",Both
86023,LAB ANTIBODY PLATELET,86023,, $37.00 , $21.46 ,Both
87070,LAB CULTURE OTHER SOURCE,87070,, $26.00 , $15.08 ,Both
83516,"LAB IMMUNOASSAY, MULTIPLE",83516,, $35.00 , $20.30 ,Both
87531,"LAB TEST BY DNA, CPT 87531",87531,, $174.00 , $100.92 ,Both
87532,"LAB TEST BY DNA, CPT 87532",87532,, $105.00 , $60.90 ,Both
87533,"LAB TEST BY DNA, CPT 87533",87533,, $125.00 , $72.50 ,Both
87534,"LAB TEST BY DNA, CPT 87534",87534,, $66.00 , $38.28 ,Both
87535,"LAB TEST BY DNA, CPT 87535",87535,, $105.00 , $60.90 ,Both
87536,"LAB TEST BY DNA, CPT 87536",87536,, $255.00 , $147.90 ,Both
87537,"LAB TEST BY DNA, CPT 87537",87537,, $66.00 , $38.28 ,Both
87538,"LAB TEST BY DNA, CPT 87538",87538,, $105.00 , $60.90 ,Both
87539,"LAB TEST BY DNA, CPT 87539",87539,, $176.00 , $102.08 ,Both
87540,"LAB TEST BY DNA, CPT 87540",87540,, $60.00 , $34.80 ,Both
87541,"LAB TEST BY DNA, CPT 87541",87541,, $105.00 , $60.90 ,Both
87542,"LAB TEST BY DNA, CPT 87542",87542,, $125.00 , $72.50 ,Both
87550,"LAB TEST BY DNA, CPT 87550",87550,, $60.00 , $34.80 ,Both
87551,"LAB TEST BY DNA, CPT 87551",87551,, $145.00 , $84.10 ,Both
87552,"LAB TEST BY DNA, CPT 87552",87552,, $128.00 , $74.24 ,Both
87555,"LAB TEST BY DNA, CPT 87555",87555,, $81.00 , $46.98 ,Both
87556,"LAB TEST BY DNA, CPT 87556",87556,, $125.00 , $72.50 ,Both
