 PROCEDURE DESCRIPTION , PRICE , REVENUE CODE , CPT CODE , ALTERNATE CPT HCPC , CPT HCPC MODIFIER 
REMOV FB-EXT AUDIT CANL; W/ANE," $6,947 ", 361 ,69205,  ,  
REMOV LUMBOSUBARACH SHUNT SYS," $6,181 ", 360 ,63746,  ,  
REMOV PREV IMPLT SUBQ RESVOIR/," $11,456 ", 360 ,62365,  ,  
REMOVABLE APPLIANCE THERAPY," $1,661 ", 512 ,D8210,  ,  
REMOVABLE SOFT INTERFACE LE, $200 , 270 ,K0672,  ,  
REMOVAL BLOOD CLOT ANT SEG EYE," $12,150 ", 510 ,65930,  ,  
REMOVAL BRONCHIAL VALVE INITIAL LOBE," $8,002 ", 360 ,31648,  ,  
REMOVAL CERC SUT UNDER ANESTHE," $5,501 ", 361 ,59871,  ,  
REMOVAL CRNL NRV NSTIM ELTRDS & PULSE GENERATOR," $11,456 ", 360 ,64570,  ,  
REMOVAL EMBEDDED FB EYELID," $1,379 ", 361 ,67938,  ,  
REMOVAL FB DP THI REGION/KNEE," $6,947 ", 361 ,27372,  ,  
REMOVAL FB PELVIS/HIP; DEEP," $6,557 ", 361 ,27087,  ,  
REMOVAL FB SHOULDER; SUBCUT," $2,564 ", 361 ,23330,  ,  
REMOVAL FB UPPER ARM/ELB; DEEP," $4,586 ", 361 ,24201,  ,  
REMOVAL IMPACTED CERUMEN SEPARATE PROCEDURE 1/BOTH EARS, $214 , 510 ,69210,  ,  
REMOVAL IMPL MATL ANT SEG EYE," $6,996 ", 360 ,65920,  ,  
REMOVAL IMPLT FROM FGR OR HAND," $4,586 ", 361 ,26320,  ,  
REMOVAL LUNG OTH/THAN PNEUMEC; RESXN-PLICATION EMPHY LUNG," $4,810 ", 360 ,32491,  ,  
REMOVAL LUNG OTHER THAN  PNEUMONECTOMY; SLEEVE LOBECTOMY," $7,628 ", 360 ,32486,  ,  
REMOVAL LUNG OTHER THAN PNEUMONECTOMY; 1 LOBE LOBECTOMY," $5,398 ", 360 ,32480,  ,  
REMOVAL LUNG OTHER THAN PNEUMONECTOMY; 1 SEGMENTECTOMY," $4,678 ", 360 ,32484,  ,  
REMOVAL LUNG OTHER/THAN PNEUMONECTOMY; COMPLETION PNEUMEC," $7,817 ", 360 ,32488,  ,  
REMOVAL LUNG PNEUMONECTOMY; EXTRAPLEURAL," $11,497 ", 360 ,32445,  ,  
REMOVAL LUNG PNEUMONECTOMY; RESXN SEGMNT TRACHEA W/ANAST," $10,484 ", 360 ,32442,  ,  
"REMOVAL MILIA, COMEDONES", $335 , 510 ,10040,  ,  
REMOVAL OF ANKLE IMPLANT," $6,557 ", 361 ,27704,  ,  
REMOVAL OF ANTERIOR INSTRUMENT," $3,645 ", 360 ,22855,  ,  
REMOVAL OF FIXED SPACE MAINTAINER, $200 , 512 ,D1555,  ,  
REMOVAL OF HIP PROSTHESIS;," $2,979 ", 361 ,27090,  ,  
REMOVAL OF IMPACTED WAX MD, $177 , 361 ,G0268,  ,  
REMOVAL OF LATERAL EXOSTOSIS, $200 , 512 ,D7471,  ,  
REMOVAL OF LUNG PNEUMONECTOMY," $5,114 ", 360 ,32440,  ,  
REMOVAL OF OCULAR IMPLANT," $5,800 ", 360 ,65175,  ,  
REMOVAL OF PANCREATIC CALCULUS," $3,814 ", 360 ,48020,  ,  
REMOVAL OF SUTURES, $50 , 361 ,S0630,  ,  
REMOVAL OF TORUS MANDIBULARIS, $746 , 512 ,D7473,  ,  
REMOVAL OF TORUS PALATINUS, $400 , 512 ,D7472,  ,  
REMOVAL OF TUMOR TEMPORAL BONE," $14,259 ", 361 ,69970,  ,  
REMOVAL OF WRIST PROSTHESIS;," $10,304 ", 361 ,25250,  ,  
REMOVAL PERMANENT PACEMAKER PULSE GENERATOR ONLY," $9,271 ", 481 ,33233,  ,  
REMOVAL PERQ VAD SEPARAT DIFFERENT SESSION FROM INSERTION," $12,390 ", 361 ,33992,  ,  
REMOVAL PULSE GENERATOR VAGUS NERVE BLOCK TX," $8,889 ", 510 ,0315T,  ,  
REMOVAL REACT PROD FB MUSCSKEL, $250 , 512 ,D7540,  ,  
REMOVAL SHOULDER FOREIGN BODY DEEP SUBFASCIAL/IM," $2,564 ", 360 ,23333,  ,  
REMOVAL SUBCUTANEOUS DEFIBRILLATOR ELECTRODE," $9,271 ", 361 ,0324T,  ,  
REMOVAL SUBQ IMPLANT DEFIB PULSE GENERATOR," $9,271 ", 361 ,0322T,  ,  
REMOVAL TONG/HALO APPLIED BY ANOTHER INDIVIDUAL, $393 , 510 ,20665,  ,  
REMOVAL TUNNELED INTRAPERITONEAL CATHETER," $6,097 ", 361 ,49422,  ,  
REMOVAL UNDER ANES-EXT FIX SYS," $6,557 ", 361 ,20694,  ,  
REMOVAL W/REPLCMT SUBQ IMPLANT DEFIB PULSE GENERATOR," $100,073 ", 361 ,0323T,  ,  
REMOVAL/BIVALVING FULL ARM/FULL LEG CAST, $401 , 420 ,29705,  ,  
REMOVAL/BIVALVING TURNBUCKLE JACKET, $498 , 420 ,29715,  ,  
REMOVE & REPLACE INT DWELL URETERAL STENT TRURL," $8,030 ", 361 ,50385,  ,  
REMOVE EAR LESION," $4,872 ", 510 ,69540,  ,  
REMOVE FB COMPLICATED," $4,586 ", 510 ,10121,  ,  
REMOVE FB IN SCROTUM," $6,942 ", 510 ,55120,  ,  
REMOVE INT DWELL URETERAL STENT TRANSURETHRAL," $2,842 ", 361 ,50386,  ,  
REMOVE LUMB ARTIF DISC ADDL," $30,000 ", 360 ,0164T,  ,  
REMOVE NORPLANT," $1,276 ", 510 ,11976,  ,  
REMOVL IMP VAG FB UNDER ANESTH," $5,501 ", 361 ,57415,  ,  
REMOVL LENS MATERL; XTRACAPSLR," $2,984 ", 510 ,66940,  ,  
REMOVL LENS MATRL; INTRACAPSLR," $8,618 ", 360 ,66920,  ,  
REMOVL LUNG OTHER THAN PNEUMONECTOMY; 2 LOBES BILOBECTOMY," $5,176 ", 360 ,32482,  ,  
REMOVL PERM TRNS ELEC THORACOT," $3,087 ", 360 ,33238,  ,  
REMOVL POST NONSEGMENT INSTRUM," $2,679 ", 361 ,22850,  ,  
REMOVL TPLNT INTEST ALLOGFT COMPETE," $6,500 ", 360 ,44137,  ,  
REMOVL TRANSPLNT RENAL ALLOGFT," $3,900 ", 367 ,50370,  ,  
REMOVL/REV SLING STRESS INCONT," $10,091 ", 361 ,57287,  ,  
REMV 2ND CATARCT W/CORNO-SCLRL," $2,984 ", 360 ,66830,  ,  
REMV CMPL CSF SHUNT; W/O REPLC," $1,961 ", 360 ,62256,  ,  
REMV CMPL CSF SHUNT; W/REPLACE," $3,644 ", 360 ,62258,  ,  
REMV CONTOUR BEN TUMR FCE BONE," $7,438 ", 361 ,21029,  ,  
REMV DEVITLZ TISS NONSELCTV DEBRID-GO, $560 , 431 ,97602,  , GO 
REMV DEVITLZ TISS NONSELCTV DEBRID-GP, $560 , 420 ,97602,  , GP 
REMV ELECTROMAGNETIC BONE HEAR," $14,259 ", 360 ,69711,  ,  
REMV EMBED FB-DENTOALVEOLR; BN," $4,872 ", 361 ,41806,  ,  
REMV EMBEDDED FB MOUTH; COMP," $7,438 ", 361 ,40805,  ,  
REMV FB IO; ANT CHAMB EYE/LENS," $4,773 ", 360 ,65235,  ,  
REMV FB IO; POST SEG NONMAGNET," $6,860 ", 360 ,65265,  ,  
REMV FB IO; POST SEGMT MAGNETC," $2,553 ", 360 ,65260,  ,  
REMV FB/DACRYOLITH LACRIM DUCT," $2,493 ", 361 ,68530,  ,  
REMV FB-DENTOALVEOLR; SFT TISS," $7,438 ", 361 ,41805,  ,  
REMV FECAL IMPACT/FB- UND ANES," $5,680 ", 361 ,45915,  ,  
REMV IMPLNT MATL; EXTRAOCULAR," $6,860 ", 360 ,67120,  ,  
REMV INFLATABLE SPHNCTR W/PUMP," $10,142 ", 360 ,53446,  ,  
REMV INTRA-AO BALLN ASST DEVIC, $110 , 360 ,33968,  ,  
REMV INTRA-AO BALN DEVIC W/REP," $2,927 ", 360 ,33974,  ,  
REMV LENS MAT; ASPIRT TECH 1/>," $4,773 ", 360 ,66840,  ,  
REMV LENS MAT; PHACOFRAGMENTAT," $8,618 ", 360 ,66850,  ,  
REMV NON-BIODEGRAD RX DEL IMPL, $450 , 361 ,11982,  ,  
REMV PENILE PROSTH NO REPLACE," $8,702 ", 361 ,54415,  ,  
REMV PROSTHETIC MATL/MESH ABD WALL, $883 , 510 ,11008,  ,  
REMV PT-ACTIV CARD EVENT RECOR," $4,586 ", 361 ,33284,  ,  
REMV ROD&INSRT EXT TND GFT HND," $8,915 ", 361 ,26416,  ,  
REMV SUBDELTD CALCARS DEPS OPN," $4,586 ", 361 ,23000,  ,  
REMV THIERSCH WIRE/SUT ANAL," $5,680 ", 361 ,46754,  ,  
REMV TISS EXPND WO INSRT PROST," $6,947 ", 360 ,11971,  ,  
REMV TOT KNEE PROST W/WO SPACR," $3,975 ", 361 ,27488,  ,  
REMV TUNNLD CVAD W/SUBQ PORT/PUMP," $3,399 ", 361 ,36590,  ,  
REMV TUNNLD CVC W/O SUBQ PORT/PUMP," $1,866 ", 361 ,36589,  ,  
REMV UNILAT PART DENT-1 PC MTL, $625 , 512 ,D5281,  ,  
REMV VENT DEVC IMPL INTRCORP 1," $5,827 ", 481 ,33980,  ,  
REMV VITREOUS ANT APPRCH; PART," $6,860 ", 360 ,67005,  ,  
REMV VITREOUS ANT; SUBTL REMOV," $12,242 ", 360 ,67010,  ,  
REMV&REPL INFLAT SPHINC W/PUMP," $54,091 ", 360 ,53447,  ,  
REMV/REV SLING MALE URIN INCON," $10,142 ", 360 ,53442,  ,  
REMVL BN FLP/PROSTH PLAT SKULL," $2,888 ", 360 ,62142,  ,  
REMVL FOREIGN BDY FROM PHARYNX, $750 , 361 ,42809,  ,  
REMVL FOREIGN BODY FT; COMPLIC," $2,564 ", 361 ,28193,  ,  
REMVL IMPACT TOOTH COMPLT BONE," $1,819 ", 512 ,D7241,  ,  
REMVL OF ANAL SETON OTH MARKER," $1,892 ", 361 ,46030,  ,  
REMVL OF FOREIGN BODY FT; DEEP," $4,586 ", 510 ,28192,  ,  
REMVL OF INTACT MAMMARY IMPLNT," $10,623 ", 360 ,19328,  ,  
REMVL OF MAMMARY IMPL MATERIAL," $10,623 ", 360 ,19330,  ,  
REMVL OF PERITONL-VENOUS SHUNT," $6,097 ", 361 ,49429,  ,  
REMVL PACING CARDIOVERT - DEFIB PULSE GEN ONLY," $9,271 ", 481 ,33241,  ,  
REMVL PACING CVDFB PULSE GEN &REPL PULSE GEN DUAL LEAD," $100,073 ", 361 ,33263,  ,  
REMVL PACING CVDFB PULSE GEN &REPL PULSE GEN MULTI LEAD," $100,073 ", 361 ,33264,  ,  
REMVL PACING CVDFB PULSE GEN &REPL PULSE GEN SINGLE LEAD," $100,073 ", 361 ,33262,  ,  
REMVL PERITON FB FROM PERITON," $7,346 ", 360 ,49402,  ,  
REMVL PERM PACEMAKR PULSE GEN W/REPL PULSE GEN 2 LEAD SYS," $33,551 ", 361 ,33228,  ,  
REMVL PERM PACEMAKR PULSE GEN W/REPL PULSE GEN SINGL LEAD," $29,413 ", 361 ,33227,  ,  
REMVL PERM PACEMKR PULS GEN W/REPL PULSE GEN MULTI LEAD," $33,551 ", 361 ,33229,  ,  
REMVL POSTERR SEGMNTL INSTRUM," $2,695 ", 360 ,22852,  ,  
REMVL TPLNT PANCREATIC ALLOGFT," $4,150 ", 360 ,48556,  ,  
REN ENDO VIA OSTMY;RES TUM," $2,157 ", 510 ,50562,  ,  
RENAL ALLOTRANSPL;W/O DONR NEPHRECT," $7,824 ", 367 ,50360,  ,  
RENAL BX; SURG EXPOSURE KIDNEY," $2,451 ", 361 ,50205,  ,  
RENAL CYST STDY TRNSLUMBAR," $2,955 ", 320 ,74470,  ,  
RENAL ENDO; W/REMV FB/CALCU," $8,030 ", 360 ,50561,  ,  
RENAL ENDO; W/URETHERAL CATH," $8,030 ", 510 ,50553,  ,  
RENAL ENDO-NEPHRO; W/WO IRRIGA," $2,157 ", 360 ,50570,  ,  
RENAL ENDO-NEPHROT; W/ENDOPYEL," $11,621 ", 360 ,50575,  ,  
RENAL ENDO-NEPHROTMY; W/URETER," $2,157 ", 360 ,50572,  ,  
RENAL ENDO-NEPHROTOMY; REMV FB," $4,820 ", 360 ,50580,  ,  
RENAL ENDO-NEPHROTOMY; W/BX," $2,157 ", 360 ,50574,  ,  
RENAL ENDO-NEPHROTOMY; W/FULG," $4,820 ", 360 ,50576,  ,  
RENAL FUNCTION PANEL, $250 , 300 ,80069,  ,  
RENAL VEIN RENIN STIM PANEL, $721 , 300 ,80416,  ,  
RENL ALLOTRANSPL; W/RECIP NEPH," $9,390 ", 367 ,50365,  ,  
RENL AUTOTRNSPLT REIMPLT KIDNY," $6,521 ", 510 ,50380,  ,  
RENL ENDO-EST NEPHROST; W/FULG," $8,030 ", 360 ,50557,  ,  
RENL ENDO-ESTAB NEPHROST; W/BX," $2,157 ", 360 ,50555,  ,  
RENL EXPL NOT NECES OTH SPEC," $3,118 ", 360 ,50010,  ,  
REOP CAB > 1 MO AFTER ORIG OP," $1,714 ", 510 ,33530,  ,  
REOP CAROTD THRMBON>1MO ORG OP, $524 , 360 ,35390,  ,  
REOP FEM-POP >1 MO AFT ORIG OP, $724 , 360 ,35700,  ,  
REOP REQ BLD GRFT OTH, $25 , 999 ,G8577,  ,  
REOPENING OF RECENT LAPAROTOMY," $3,392 ", 360 ,49002,  ,  
REP ACQ/TRAU AV FIST; THOR&ABD," $5,040 ", 360 ,35189,  ,  
REP ACQ/TRAUM AV FIST; HD&NCK," $13,087 ", 360 ,35188,  ,  
REP ACQ/TRAUMA AV FIST; EXTREM," $11,387 ", 360 ,35190,  ,  
REP ANEU/EXC&GFT; OCC POP ART," $5,259 ", 360 ,35151,  ,  
REP ANEU; OCC ABD AORT VISCRL," $7,573 ", 360 ,35091,  ,  
REP ANEU; OCC ABD AORTA ILIAC," $7,512 ", 360 ,35102,  ,  
REP ANEU; OCC CAROTID SUBCLAV," $5,259 ", 510 ,35001,  ,  
REP ANEU; OCC DZ AX-BRACH ART," $12,332 ", 510 ,35011,  ,  
REP ANEU; OCC HEP CELIAC RENL," $6,331 ", 360 ,35121,  ,  
REP ANEU; RUP ABD AORTA ILIAC," $7,449 ", 360 ,35103,  ,  
REP ANEU; RUP ABD AORTA VISCR," $8,639 ", 360 ,35092,  ,  
REP ANEU;OCCL INNOMIN SUBCLAV," $4,124 ", 360 ,35021,  ,  
REP ANEUR/EXC&GFT; RUP ILIAC," $5,397 ", 360 ,35132,  ,  
REP ANEUR/EXC&GFT; RUP POP ART," $4,639 ", 360 ,35152,  ,  
REP ANEUR/EXC&GFT;OCC DZ CFAG," $5,259 ", 360 ,35141,  ,  
REP ANEUR; OCC DZ SPLENIC ART," $5,006 ", 360 ,35111,  ,  
REP ANEUR; OCCL DZ ABD AORTA," $7,512 ", 510 ,35081,  ,  
REP ANEUR; OCCL DZ ILIAC ART," $6,010 ", 360 ,35131,  ,  
REP ANEUR; OCCL DZ VERT ART," $4,694 ", 360 ,35005,  ,  
REP ANEUR; OCCL RADIAL/ULNAR," $11,387 ", 510 ,35045,  ,  
REP ANEUR; RUP AX-BRACH ART," $4,154 ", 360 ,35013,  ,  
REP ANEUR; RUP CAROTID SUBCLAV," $3,730 ", 360 ,35002,  ,  
REP ANEUR; RUP HEP CELIAC RENL," $7,068 ", 360 ,35122,  ,  
REP ANEUR; RUP INNOMIN SUBCLAV," $6,342 ", 360 ,35022,  ,  
REP ANOMALOUS COR ART;LIGATION," $6,806 ", 360 ,33502,  ,  
REP ATRIAL SEPTAL DEFECT W/BYP," $5,358 ", 360 ,33641,  ,  
REP BLD VES DIR; LOW EXTREM," $2,684 ", 360 ,35226,  ,  
REP BLD VES W/VN GF; INTRA-ABD," $5,541 ", 360 ,35251,  ,  
REP BLD VES W/VN GFT; LOW EXTR," $11,387 ", 360 ,35256,  ,  
REP BLD VES W/VN GFT; UP EXTRM," $11,387 ", 360 ,35236,  ,  
REP BLD VES; INTRATHOR W/BYPS," $4,554 ", 360 ,35211,  ,  
REP BLD VES; INTRATHR WO BYPS," $6,763 ", 360 ,35216,  ,  
REP BLD VESL DIRECT; INTRA-ABD," $4,761 ", 360 ,35221,  ,  
REP BLD VESS W/GFT NOT VN; NCK," $12,332 ", 360 ,35261,  ,  
REP BLD VESSEL DIR; HAND FNGR," $13,087 ", 360 ,35207,  ,  
REP BLD VESSEL DIR; UP EXTREM," $11,387 ", 360 ,35206,  ,  
REP BLD VESSEL W/VEIN GFT NCK," $11,387 ", 360 ,35231,  ,  
REP BLEPHAROPTO; CONJUNC-TARSO," $5,800 ", 510 ,67908,  ,  
REP BLEPHAROPTO; RESECT-EXTERN," $5,800 ", 360 ,67904,  ,  
REP BLEPHAROPTO; RESECT-INTERN," $5,800 ", 510 ,67903,  ,  
REP BLEPHAROPTO; SUPER RECTUS," $5,800 ", 360 ,67906,  ,  
REP BLEPHAROPTO; W/FASCAL SLNG," $7,948 ", 360 ,67902,  ,  
REP BLEPHAROPTO; W/SUT/OTH MAT," $5,800 ", 360 ,67901,  ,  
REP BLOOD VESSEL DIRECT; NECK," $11,387 ", 360 ,35201,  ,  
REP CHOANAL ATRESIA; INTRANASL," $14,259 ", 361 ,30540,  ,  
REP CHOANAL ATRESIA;TRANSPALAT," $14,259 ", 361 ,30545,  ,  
REP CLOACAL ANOMLY-COMBO APPRH," $11,719 ", 361 ,46746,  ,  
REP CLOACAL ANOMLY-SACROPERINL," $11,020 ", 361 ,46744,  ,  
REP CMPLX CARD ANML NOT ATRESA," $5,850 ", 360 ,33608,  ,  
REP CMPLX CARD ANOMIES ENLGMNT," $7,879 ", 360 ,33610,  ,  
REP CMPNT INFLAT PENILE PROSTH," $14,214 ", 361 ,54408,  ,  
REP CONGEN AV FIST; THORAX&ABD," $5,752 ", 360 ,35182,  ,  
REP CONGEN AV FISTULA; EXTREM," $11,387 ", 360 ,35184,  ,  
REP CONGEN AV FISTULA; HEAD&NK," $11,387 ", 360 ,35180,  ,  
REP CONGEN PSEUDARTHROS TIBIA," $4,380 ", 361 ,27727,  ,  
REP COR ART;CONSTRUCT PULM ART," $6,763 ", 360 ,33505,  ,  
REP COR ART;TRNSLOC PULM-AORTA," $6,818 ", 360 ,33506,  ,  
REP CORON AV FISTULA;W/CP BYPS," $7,509 ", 360 ,33500,  ,  
REP CORON AV FISTULA;WO CP BYP," $3,713 ", 360 ,33501,  ,  
REP CV ACSS CATH W/O PORT/PUMP," $1,866 ", 361 ,36575,  ,  
REP CVAD W/PORT/PUMP CNTRL/PERIPH," $3,399 ", 361 ,36576,  ,  
REP DBL OUTLT RT VENT W/TUNNL," $6,377 ", 360 ,33611,  ,  
REP DBL OUTLT RT VENT; W/OBST," $8,624 ", 360 ,33612,  ,  
REP DEFEC W/AUTOGFT; RADIU&ULN," $15,127 ", 361 ,25426,  ,  
REP DEFEC W/AUTOGFT; RADIU/ULN," $15,127 ", 361 ,25425,  ,  
REP DIAPHRAG HERN TRAUMA; ACUT," $3,310 ", 360 ,39540,  ,  
REP DIAPHRAG HERN TRAUMA; CHRN," $3,064 ", 361 ,39541,  ,  
REP DISLO PERONL TEND;WO OSTEO," $6,557 ", 361 ,27675,  ,  
REP DISLOC PERONL TEND;W/OSTEO," $10,304 ", 361 ,27676,  ,  
REP DURAL/CSF LEAK NOT RQR LAM," $3,005 ", 360 ,63707,  ,  
REP EPIGAST HERN; INCARC/STRAN," $10,399 ", 361 ,49572,  ,  
REP EPIGASTRIC HERN; RDUC-SEP," $10,399 ", 361 ,49570,  ,  
REP EXT TEND DIST INSRT; W/GFT," $8,915 ", 361 ,26434,  ,  
REP EXT TEND DIST INSRT;WO GFT," $5,003 ", 361 ,26433,  ,  
REP EXT TEND FGR PRI/SEC;W/GFT," $8,915 ", 361 ,26420,  ,  
REP EXT TEND FGR PRI/SEC;WO GF," $5,003 ", 361 ,26418,  ,  
REP EXT TEND HND PRI/SEC;W/GFT," $8,915 ", 361 ,26412,  ,  
REP EXT TEND LEG;PRIM WO GFT E," $10,304 ", 361 ,27664,  ,  
REP EXT TEND SLP SEC;FREE GFT," $8,915 ", 361 ,26428,  ,  
REP EXT TEND SLP SEC;LOC TISS," $8,915 ", 361 ,26426,  ,  
REP FISTUL W/BYPS; W/REP SEPTL," $9,390 ", 360 ,33710,  ,  
REP FLX TEND LEG;PRIM WO GFT E," $6,557 ", 361 ,27658,  ,  
REP FLX TEND LEG;SEC EA TENDON," $6,557 ", 361 ,27659,  ,  
REP FLX TEND NO ZNE 2 DIG;SEC," $8,915 ", 361 ,26352,  ,  
REP FLX TEND NOT ZNE 2 DIG;NO," $8,915 ", 361 ,26350,  ,  
REP FLX TEND ZNE 2 DIG; SEC EA," $8,915 ", 361 ,26357,  ,  
REP FLX TEND ZNE 2 DIG; WO GFT," $8,915 ", 361 ,26356,  ,  
REP FLX TEND ZNE 2 DIG;SEC W/G," $8,915 ", 361 ,26358,  ,  
REP HI IMPER ANUS W/FIS; PERIN," $6,965 ", 361 ,46740,  ,  
REP HI IMPERF ANUS; PERIN/SAC," $5,878 ", 361 ,46730,  ,  
REP HI IMPERFORATE ANUS; COMBO," $6,797 ", 361 ,46735,  ,  
REP HYPOPLST AO ARCH; W/CP BYP," $6,036 ", 360 ,33853,  ,  
REP HYPOPLST/ ARCH; NO CP BYPS," $7,062 ", 360 ,33852,  ,  
REP HYPOSPADIAS COMP; CLO SMPL," $8,702 ", 360 ,54340,  ,  
REP HYPOSPADIAS COMP; REQ FLAP," $8,702 ", 360 ,54344,  ,  
REP HYPOSPADIAS COMP; W/DISSCT," $8,702 ", 360 ,54348,  ,  
REP INCMPL/PART ATRIOVENT CANL," $9,390 ", 360 ,33660,  ,  
REP ING HERINA FULL TRM <6 MO;REDUC," $10,399 ", 361 ,49495,  ,  
REP ING HERNIA 6MO-<5YR;INCAR/," $10,399 ", 361 ,49501,  ,  
REP ING HERNIA SLIDING ANY AGE," $10,399 ", 361 ,49525,  ,  
REP INIT FEM HERN ANY AGE; RDU," $10,399 ", 361 ,49550,  ,  
REP INIT INCS/VENT HERNIA; RDU," $10,399 ", 361 ,49560,  ,  
REP INIT INCS/VNT HERN; INCARC," $10,399 ", 361 ,49561,  ,  
REP INIT ING HERN > 5YR; INCAR," $10,399 ", 361 ,49507,  ,  
REP INIT ING HERN 6MO-<5YR;RDU," $10,399 ", 361 ,49500,  ,  
REP INTRM/TRNSIT ATRIOVNT CANL," $6,293 ", 360 ,33665,  ,  
REP LACERAT; CONJUN W/WO SCLRA," $5,800 ", 510 ,65270,  ,  
REP LACERAT; CORNEA NONPERFOR," $6,996 ", 510 ,65275,  ,  
REP LACERAT; CORNEA PERFORAT," $6,860 ", 360 ,65280,  ,  
REP LACERAT; CORNEA W/REPOSIT," $12,242 ", 360 ,65285,  ,  
REP LG OMPHALOCELE; W/REM PROS," $3,653 ", 360 ,49606,  ,  
REP LG OMPHALOCELE; W/WO PROST," $15,855 ", 360 ,49605,  ,  
REP LIP FULL; -1/2 VRTICL HT," $2,181 ", 510 ,40652,  ,  
REP LO IMPERFOR ANUS; W/FISTLA," $1,676 ", 361 ,46715,  ,  
REP LO IMPERFOR ANUS; W/TRNSPO," $3,594 ", 361 ,46716,  ,  
REP LT VENT OUTFLOW OBST PATCH," $7,020 ", 360 ,33414,  ,  
REP LUNG HERNA THRU CHEST WALL," $3,091 ", 361 ,32800,  ,  
REP MENINGOCELE; < 5 CM DIAM," $4,086 ", 360 ,63700,  ,  
REP MENINGOCELE; LGR THAN 5 CM," $4,487 ", 360 ,63702,  ,  
REP NON/MALUNI RADU&ULN; W/GFT," $26,028 ", 361 ,25420,  ,  
REP NON/MALUNI RADU/ULN; W/GFT," $26,028 ", 361 ,25405,  ,  
REP NON/MALUNI TIB; W/SLID GFT," $21,535 ", 361 ,27722,  ,  
REP NON/MALUNI;MT W/WO BN GFT," $19,478 ", 361 ,28322,  ,  
REP NON/MALUNION TIB;W/AUTOGFT," $4,185 ", 361 ,27724,  ,  
REP NONUNION SCAPHOID CARPL BN," $15,127 ", 361 ,25440,  ,  
REP NONUNION TIB;SYNOSTO W/FIB," $4,032 ", 361 ,27725,  ,  
REP NONUNION/MALUNI TIB;WO GFT," $16,500 ", 361 ,27720,  ,  
REP NONUNION/MALUNI;TARSAL BNS," $19,478 ", 361 ,28320,  ,  
REP OF OMPHALOCELE; 1ST STAGE," $2,553 ", 360 ,49610,  ,  
REP POSTINFARCT VNT SEPTL DEFE," $10,109 ", 360 ,33545,  ,  
REP PRIM DISRUP LIG ANK;COLLAT," $10,304 ", 361 ,27695,  ,  
REP PRIM OP EN RUP ACHIL;W/GFT," $15,127 ", 361 ,27652,  ,  
REP PRIM OPN/PERQ RUP ACHILLES," $15,127 ", 361 ,27650,  ,  
REP PROFUND TEND;PRIM EA TEND," $8,915 ", 361 ,26370,  ,  
REP PROFUND TEND;SEC FREE GFT," $8,915 ", 361 ,26372,  ,  
REP PROFUND TEND;SEC WO GFT EA," $8,915 ", 361 ,26373,  ,  
REP PULM ATRESIA-CONSTR CONDUI," $5,948 ", 360 ,33920,  ,  
REP RECUR INCS/VNT HERN; INCAR," $10,399 ", 361 ,49566,  ,  
REP RUP MUSCLOTND CUF OPN;CHRN," $15,127 ", 361 ,23412,  ,  
REP RUP MUSCULOTEND CUF OPN;AC," $15,127 ", 361 ,23410,  ,  
REP SINUS VALSLV ANEU W/CP BYP," $5,063 ", 360 ,33720,  ,  
REP SINUS VALSLV FIS W/CP BYP;," $5,064 ", 360 ,33702,  ,  
REP SYNDACT EA WEB; W/SKN FLP," $5,003 ", 361 ,26560,  ,  
REP SYNDACTY EA WEB SPAC;CMPLX," $8,915 ", 361 ,26562,  ,  
REP SYNDACTY EA; W/SKN FLP&GFT," $8,915 ", 361 ,26561,  ,  
REP TEND EXT FORARM&/WRST FREE," $10,304 ", 361 ,25275,  ,  
REP TEND EXT FT; SEC W/GFT EA," $19,478 ", 361 ,28210,  ,  
REP TEND EXT FT;PRI/SEC EA TND," $6,735 ", 361 ,28208,  ,  
REP TEND FLEX FT; SEC W/GFT EA," $6,735 ", 361 ,28202,  ,  
REP TEND/MUS EXT FORAR;SEC W/G," $10,304 ", 361 ,25274,  ,  
REP TEND/MUS EXT WRST;2ND 1 EA," $10,304 ", 361 ,25272,  ,  
REP TEND/MUS EXT WRST;PRIM 1 E," $10,304 ", 361 ,25270,  ,  
REP TEND/MUS FLX WRST;2ND 1 EA," $10,304 ", 361 ,25263,  ,  
REP TEND/MUS FLX WRST;2ND W/GF," $10,304 ", 361 ,25265,  ,  
REP TEND/MUS FLX WRST;PRIM 1 E," $10,304 ", 361 ,25260,  ,  
REP TRNSPSTN AORTC; W/REP OBST," $10,592 ", 360 ,33781,  ,  
REP TRNSPSTN GT ART W/CP BYPS," $5,928 ", 360 ,33774,  ,  
REP TRNSPSTN GT ART;W/REM BAND," $9,353 ", 360 ,33775,  ,  
REP TRNSPSTN GT ART;W/SURG EN," $8,388 ", 360 ,33771,  ,  
REP TRNSPSTN GT ART;WO SURG EN," $7,309 ", 360 ,33770,  ,  
REP TRNSPSTN; W/CLO SEPL DEFEC," $6,417 ", 360 ,33776,  ,  
REP TRNSPSTN;W/REP SUBPLUM OBS," $9,785 ", 360 ,33777,  ,  
REP TRNSPSTN-AORT; W/CLO DEFEC," $7,742 ", 360 ,33780,  ,  
REP TRNSPSTN-AORT; W/REMV BAND," $9,973 ", 360 ,33779,  ,  
REP TRNSPSTN-AORTIC PULM RECON," $8,162 ", 360 ,33778,  ,  
