Itemcode,Description,CDM Revenue Code,CDM Hcpcs,CDM Modifier,Gross Charge,Cash Price,SHS OUTPATIENT [108130006],Note
36111185,HC BX BREAST 1ST LESION US IMAG,361,19083,,"$8,293.00","$5,805.10","$4,103.00",
36111188,HC BX BREAST ADD LESION MR IMAG,361,19086,,"$6,149.00","$4,304.30","$3,040.00",
36111223,HC PERQ LUMBOSACRAL INJECTION,361,22511,,"$16,266.00","$11,386.20","$8,047.00",
36111226,HC PERQ VERTEBRAL AUGMENTATION USING DEVICE LUMBAR,361,22514,,"$34,873.00","$24,411.10","$17,253.00",
36111268,HC REVISE/REMOVE NEURORECEIVER,361,63688,,"$17,878.00","$12,514.60","$8,845.00",
36119096,"HC CONVERT NEPHROSTOMY CATHETER, PRE-EXISTING TRACT",361,50434,,"$3,765.00","$2,635.50","$1,863.00",
39110224,HC EXCHNG TRANSFUSION BLOOD NEWBORN^,391,36450,,"$1,883.00","$1,318.10",,
45010054,HC ED OPTX DSTL RADL I-ARTIC FX/EPIPHYSL SEP 3 FRAG CDM,450,25609,,"$17,707.00","$12,394.90",,
45010170,HC ED LEG SURGERY PROCEDURE CDM,450,27599,,,$0.00,$0.00,
45010445,"HC ED REPAIR OF VAGINA, SUTURE CDM",450,57200,,"$13,913.00","$9,739.10",,
45014048,HC ED FAC PERITONEAL LAVAGE CDM,450,49084,,"$4,510.00","$3,157.00",,
76110225,"HC FACE,NECK,HAND,FEET,GENITALIA TOTAL TO 100 SQCM; EA ADDL 25 SQCM",761,15276,,"$2,571.00","$1,799.70","$1,226.00",
76110228,HC WOUND PREP TRK/ARM/LEG EA ADD 100 SQ CM,761,15003,,$759.00,$531.30,$362.00,
90110001,HC ELECTROCONVULSIVE THERAPY 1 HOUR,901,90870,,"$2,753.00","$1,927.10","$1,362.00",
36010073,HC INJ PARAVERT F JNT C/T 3 LEV,361,64492,,"$2,318.00","$1,622.60",$579.00,
36010351,HC BRAIN BIOPSY W/ CT/MRI GUIDE,360,61751,,"$12,009.00","$8,406.30","$5,922.00",
36011031,HC ADJ TISS XFER TRUNK 10.1-30,360,14001,,"$8,590.00","$6,013.00","$4,686.00",
36011138,HC PARTIAL MASTECTOMY,360,19301,,"$16,774.00","$11,741.80",,
36110147,"HC CREATE EXIT SITE INTRAPERITONEAL CATH, DELAYED",361,49436,,"$8,850.00","$6,195.00","$4,379.00",
36110479,HC VENOUS MECH THROMBECTOMY,361,37187,,"$25,816.00","$18,071.20","$12,773.00",
36110482,HC TRANSCATHETER BIOPSY,361,37200,,"$25,817.00","$18,071.90","$12,773.00",
36110699,HC TRANSCATH OCCLUSION NON-CNS,361,61626,,"$65,240.00","$45,668.00","$32,277.00",
36110896,"HC REMOVAL OF KIDNEY STONE, <2.0CM",361,50080,,"$49,565.00","$34,695.50","$24,522.00",
36110913,HC PERC RADIO FREQ ABLATION PULMONARY TUMOR,361,32998,,"$28,026.00","$19,618.20","$13,866.00",
36111081,HC BURR HOLE IMPLANT VENTRICULAR CATH/OTHER DEVICE^,361,61210,,"$16,811.00","$11,767.70",,
36111115,HC DSTR NROLYTC AGNT PARVERTEB FCT ADDL CRVCL/THORA,361,64634,,"$3,170.00","$2,219.00",$579.00,
36111191,HC PERQ DEV LOC BREAST 1ST STEREO,361,19283,,"$3,565.00","$2,495.50","$1,764.00",
36111194,HC PERQ DEV LOC BREAST ADD US IMAG,361,19286,,$864.00,$604.80,$427.00,
36111202,HC ANL SP INF PMP W/MDREPRG&FIL,361,62370,,"$1,714.00","$1,199.80",$848.00,
36111233,HC PERQ ABLTJ LVR CRYOABLATION,361,47383,,"$28,026.00","$19,618.20","$13,866.00",
36119082,HC CONVERSION EXT BIL DRG CATH,361,47535,,"$19,124.00","$13,386.80","$9,462.00",
36119102,HC URETERAL EMBOLIZATION/OCCL,361,50705,,"$18,249.00","$12,774.30","$9,029.00",
36119105,HC EVASC PRLNG ADMN RX AGNT 1ST,361,61650,,"$55,685.00","$38,979.50",,
39010007,HC PHOTOPHERESIS,390,36522,,"$20,021.00","$14,014.70","$9,905.00",
45010043,HC ED PREP SITE TRUNK/ARM/LEG 1ST 100 SQ CM/1PCT CDM,450,15002,,"$9,471.00","$6,629.70",,
45010118,HC ED VAGINAL DELIVERY ONLY CDM,450,59409,,"$13,913.00","$9,739.10",,
45010142,HC ED UNLISTED PROCEDURE ABDOMEN PERITONEUM & OMENTUM CDM,450,49999,,"$4,510.00","$3,157.00",,
45010681,HC ED CLTX THIGH FX CDM,450,27267,,"$7,352.00","$5,146.40",,
36010067,HC ENDOVASC TEMPORY VESSEL OCCL,360,61623,,"$65,240.00","$45,668.00","$32,277.00",
36010336,HC ABDOMEN SURGERY PROCEDURE,360,49999,,,$0.00,"$4,510.00",
36011144,HC PARTIAL REMOVAL OF HYMEN,360,56700,,"$13,913.00","$9,739.10",,
36110006,HC ABLATE PULM TUMOR PERQ CRYBL,361,32994,,"$28,026.00","$19,618.20","$13,866.00",
36110477,HC PRIM ART M-THROMBECT ADD-ON,361,37185,,"$16,573.00","$11,601.10","$12,911.00",
36110480,HC VENOUS M-THROMBECTOMY ADD-ON,361,37188,,"$15,698.00","$10,988.60","$7,767.00",
36110619,HC INSERT EMERGENCY AIRWAY,361,31500,,"$1,194.00",$835.80,$591.00,
36110669,HC INS TUN IP CATH FOR DIAL OPN,361,49421,,"$19,124.00","$13,386.80","$9,462.00",
36111052,HC PERQ BALO DILA IC VSPSM EA VSL DIFF VASC TER,361,61642,,"$10,908.00","$7,635.60","$8,498.00",
36111094,HC ELECT ANLYS IMPLT ITHCL/EDRL PMP W/REPRG&REFIL^,361,62369,,"$1,714.00","$1,199.80",$848.00,
36111112,HC INSERT/REDO SPINE NERVE GENERATOR,361,63685,,"$31,486.00","$22,040.20","$15,577.00",
36111137,HC PRQ TRANSCATHETER RTRVL INTRVAS FB WITH IMAGING,361,37197,,"$15,698.00","$10,988.60","$7,767.00",
36111140,HC THROMBOLYSIS ART/VENOUS INFSN W/IMAGE SUBSQ TX,361,37213,,"$5,820.00","$4,074.00","$2,880.00",
36111186,HC BX BREAST ADD LESION US IMAG,361,19084,,"$6,149.00","$4,304.30","$3,040.00",
36111189,HC PERQ DEVICE LOC BREAST 1ST IMAG,361,19281,,"$3,565.00","$2,495.50","$1,764.00",
36111192,HC PERQ DEV LOC BREAST ADD STEREO,361,19284,,$864.00,$604.80,$427.00,
36111224,HC VERTEBROPLASTY ADDL INJECT,361,22512,,"$11,914.00","$8,339.80","$5,895.00",
36111227,HC PERQ VERTEBRAL AUGMENTATION USING DEVICE THORACIC/LUMBAR EA ADDL,361,22515,,"$31,880.00","$22,316.00","$15,771.00",
36111269,"HC GENITAL SURGERY PROCEDURE, FEMALE UNLISTED",361,58999,,$961.00,$672.70,$499.00,
36119094,HC PLMT NEPHROSTOMY CATHETER,361,50432,,"$11,011.00","$7,707.70","$5,448.00",
45010106,HC ED TWIST DRILL HOLE EVAC&/DRG SUBDURAL HEMATOMA CDM,450,61108,,"$8,436.00","$5,905.20",,
45010446,HC ED REPAIR VAGINA/PERINEUM CDM,450,57210,,"$1,989.00","$1,392.30",,
45010665,"HC ED HYMENOTOMY, SIMPLE INCISION CDM",450,56442,,"$13,250.00","$9,275.00",,
45013226,"HC ED REPAIR OF LACERATION OF TONGUE, FLOOR OF MOUTH, OVER 2.6 CM OR COMPLE CDM",450,41252,,"$2,973.00","$2,081.10",,
76110229,HC WOUND PREP FACE/HAND/FEET FIRST 100 SQ CM,761,15004,,"$3,045.00","$2,131.50","$1,507.00",
90110010,HC ELECTROCONVULSIVE THERAPY,901,90870,,"$2,753.00","$1,927.10","$1,362.00",
36110819,HC REMOVAL INDWELL TUNNEL CATHETER,361,32552,,"$4,090.00","$2,863.00","$2,231.00",
36110977,HC THERAPEUTIC APHERESIS PLASMA PHERESIS^,361,36514,,"$6,557.00","$4,589.90","$3,577.00",
36111014,HC PERC CRYO ABLATION RENAL TUMOR,361,50593,,"$25,420.00","$17,794.00","$13,866.00",
36111019,HC CYSTOMETROGRAM W/VP&UP,361,51729,,"$3,415.00","$2,390.50","$1,863.00",
36111071,HC NERVE BLOCK INJ INTERCOSTAL MULTIPLE,361,64421,,"$3,484.00","$2,438.80","$1,901.00",
36111077,HC VENTRICULAR PUNCTURE PREVIOUS BURR HOLE W/O NJX^,361,61020,,"$3,484.00","$2,438.80",,
36111100,HC REMOVAL IMPLANT SUPERFICIAL SEPARATE PROCEDURE^,361,20670,,"$7,522.00","$5,265.40","$4,103.00",
36111327,HC DX BONE MARROW BX & ASPIR,361,38222,50,"$4,103.00","$2,872.10",,
36112055,HC REMOVE/INSERT DRUG IMPLANT,361,11983,,"$1,616.00","$1,131.20",$882.00,
36113066,HC AC WOUND VAC THERAPY UTILIZING DME EQUIP<50SQ CM,361,97605,,$938.00,$656.60,$512.00,
36119097,HC EXCHANGE NEPHROSTOMY CATH,361,50435,,"$3,415.00","$2,390.50","$1,863.00",
36119100,"HC PLMT URETERAL STENT PRQ, NEW ACCESS",361,50694,,"$16,952.00","$11,866.40","$8,387.00",
41010023,HC MECHANICAL CHEST WALL OSCILL,410,94669,,$982.00,$687.40,$536.00,
41010363,"HC PULM REHAB STRENGTH/ENDURANCE, INDIV",460,G0237,,"$1,616.00","$1,131.20",$882.00,
41210006,HC NEBULIZER SMALL VOLUME,412,94640,,$982.00,$687.40,$536.00,
41210009,"HC DEMO AND/OR EVAL OF PATIENT UTILIZATION OF A NEBULIZER,INHALER,IPPB OR AEROSOL DEVICE",412,94664,,$982.00,$687.40,$536.00,
42010063,HC SHORT ARM SPLINT APPLICATION 30 MIN,420,29125,,$582.00,$407.40,$318.00,
42010084,HC APPLY MULTLAY COMPRS LWR LEG,420,29581,,$776.00,$543.20,$423.00,
43010124,HC FINGER DYNAMIC SPLINT-APPL/FAB,430,29131,,$347.00,$242.90,$190.00,
45001301,HC ED ACNE SURGERY CDM,450,10040,,$938.00,$656.60,,
45010032,HC ED PARING/CUTTING BENIGN HYPERKERATOTIC LESION 1 CDM,450,11055,,$938.00,$656.60,,
45010035,HC ED EXC B9 LESION MRGN XCP SK TG T/A/L 0.5 CM/< CDM,450,11400,,"$3,233.00","$2,263.10",,
45010038,HC ED EXC B9 LESION MRGN XCP SK TG T/A/L >4.0 CM CDM,450,11406,,"$7,522.00","$5,265.40",,
45010056,HC ED ARTHRT EXPL DRG/RMVL LOOSE/FB IPHAL JT EA CDM,450,26080,,"$7,414.00","$5,189.80",,
45010059,HC ED CLTX METACARPAL FX W/MANJ W/XTRNL FIXJ EA BONE CDM,450,26607,,"$14,753.00","$10,327.10",,
45010082,HC ED DECLOT BY THROMBOLYTIC AGENT IMPLANT DEVICE/CATH CDM,450,36593,,"$1,712.00","$1,198.40",,
45010140,HC ED CLSD TX PELVIC FX W/MANIP CDM,450,27198,,"$1,200.00",$840.00,,
45010228,HC ED CHANGE CYSTOSTOMY TUBE COMPLICATED CDM,450,51710,,"$3,415.00","$2,390.50",,
45010231,HC ED OPEN TX FINGER DISLOCATION CDM,450,26785,,"$14,753.00","$10,327.10",,
45010239,HC ED AMPUTATE FINGER/THUMB SINGLE W/DIRECT CLOSURE CDM,450,26951,,"$14,753.00","$10,327.10",,
45010307,HC ED INSERT NON-TUNNEL CV CATH < 5 YR CDM,450,36555,,"$5,279.00","$3,695.30",,
45010310,HC ED DRAINAGE OF SKIN ABSCESS COMPLICATED OR MULTIPLE CDM,450,10061,,"$1,762.00","$1,233.40",,
45010333,HC ED SHAVE SKIN LESION 0.5 CM OR LESS TRNK ARM LEG CDM,450,11300,,$938.00,$656.60,$512.00,
45010336,HC ED EXC H-F-NK-SP B9+MARG 0.5 < CDM,450,11420,,"$7,522.00","$5,265.40",,
45010360,HC ED REPAIR SUPERFICIAL WOUND(S) >30CM SLP NK AX EXGEN TRNK EXTR HND FT CDM,450,12007,,$938.00,$656.60,,
45010363,HC ED REPAIR SUPERFICIAL WOUND(S) 5.1 TO 7.5CM FACE ERS EYLD NSE LPS MUC CDM,450,12014,,$938.00,$656.60,,
45010367,HC ED REPAIR SUPERFICIAL WOUND(S) 20.1 TO 30.0CM FACE ERS EYLD NSE LPS MUC CDM,450,12017,,"$1,762.00","$1,233.40",,
45010383,HC ED INTMD WND REPAIR N-HG/GENIT 20.1-30.0CM CDM,450,12046,,"$1,762.00","$1,233.40",,
45010386,HC ED INTMD WND REPAIR FACE/MM 2.6 TO 5.0CM CDM,450,12052,,"$1,762.00","$1,233.40",,
45010389,HC ED INTMD WND REPAIR FACE/MM 12.6 TO 20.0CM CDM,450,12055,,"$1,762.00","$1,233.40",,
45010420,HC ED DRAIN BLADDER BY NEEDLE CDM,450,51100,,"$3,415.00","$2,390.50",,
45010452,HC ED CAUTERIZATION OF CERVIX CDM,450,57510,,"$12,619.00","$8,833.30",,
45010487,HC ED DRAIN EXTERNAL EAR LESION COMPLICATED CDM,450,69005,,"$7,522.00","$5,265.40",,
45010492,HC ED DRAINAGE OF GUM LESION CDM,450,41800,,"$1,616.00","$1,131.20",,
45010499,HC ED CLOSED TREAT TIBIAL FRACTURE PROXIMAL W/O MANIP CDM,450,27530,,"$1,200.00",$840.00,,
45010530,HC ED EXPLORE WOUND NECK CDM,450,20100,,"$2,696.00","$1,887.20",,
45010533,HC ED EXPLORE WOUND EXTREMITY CDM,450,20103,,"$3,233.00","$2,263.10",,
45010579,HC ED TREAT CLAVICLE DISLOCATION AC JT DISLO W/MAN CDM,450,23545,,"$1,200.00",$840.00,,
45010585,HC ED TREAT HUMERUS FRACTURE W/O MANIP CDM,450,23600,,"$1,200.00",$840.00,,
45010635,HC ED TREAT FX RAD EXTRA-ARTICUL CDM,450,25607,,"$18,017.00","$12,611.90",,
45010678,HC ED REMOVE IMPACTED EAR WAX UNI CDM,450,69209,,$347.00,$242.90,$190.00,
45010738,HC ED TREAT ELBOW DISLOCATION W/O ANESTH CDM,450,24600,,"$1,200.00",$840.00,,
45010749,HC ED CLOSED TREAT OF RADIAL HEAD SUBLUXATION W/MANIP CDM,450,24640,,"$1,200.00",$840.00,,
45010760,HC ED TREAT ULNAR FRACTURE CDM,450,24670,,"$1,200.00",$840.00,,
45010801,HC ED TREAT FRACTURE RADIUS & ULNA W/MANIPULATION CDM,450,25565,,"$7,414.00","$5,189.80",,
45010808,HC ED TREAT DISTAL RADIAL FRACTURE RADIUS/ULNA W/MANIP CDM,450,25605,,"$7,414.00","$5,189.80",,
45010824,HC ED TREAT CARPAL BONE FRACTURE W/MANIP EACH BONE CDM,450,25635,,"$7,414.00","$5,189.80",,
45010915,HC ED TX CARPOMETACARPAL FRACTURE/DISLOCATION W/MANIP CDM,450,26645,,"$7,414.00","$5,189.80",,
45010929,HC ED CLOSED TX PHALANGEAL SHAFT FRACTURE FINGER OR THUMB W/O MANIP EA CDM,450,26720,,"$1,200.00",$840.00,,
45011009,HC ED PHLEBOTOMY THERAPEUTIC SEPARATE PROCEDURE CDM,450,99195,,$582.00,$407.40,,
45013029,HC ED REMOVAL OF FOOT FOREIGN BODY CDM,450,28190,,"$3,233.00","$2,263.10",,
45013045,HC ED TREATMENT OF HEEL FRACTURE W/O MANIPULATION CDM,450,28400,,"$1,200.00",$840.00,,
45013056,HC ED TREAT MIDFOOT FRACTURE EACH W/O MANIPULATION CDM,450,28450,,"$1,200.00",$840.00,,
45013112,HC ED APPLICATION OF FINGER SPLINT STATIC CDM,450,29130,,$347.00,$242.90,,
45013127,HC ED APPLICATION LONG LEG SPLINT CDM,450,29505,,$776.00,$543.20,,
45013231,"HC ED REPAIR, LACERATION OF PALATE UP TO 2 CM CDM",450,42180,,"$2,696.00","$1,887.20",,
45013235,"HC ED CONTROL THROAT BLEEDING, SIMPLE CDM",450,42960,,"$1,083.00",$758.10,,
45014057,HC ED REMOVE IMPACTED EAR WAX UNI CDM,450,69210,,$347.00,$242.90,,
48010001,HC CARDIOVERSION ELECTIVE EXTERNAL,480,92960,,"$2,912.00","$2,038.40","$1,589.00",
51010112,HC OSTEOPATHIC MANIPULATION - 3-4 BODY REGIONS,510,98926,,,$0.00,,
51010115,HC OSTEOPATHIC MANIPULATION - 9-10 BODY REGIONS,510,98929,,,$0.00,,
51010121,HC BIOPSY OF VULVA/PERINEUM,510,56605,,"$1,684.00","$1,178.80",$919.00,
51010153,HC INSERT INTRAUTERINE DEVICE,510,58300,,$467.00,$326.90,$442.00,
51010400,HC LYSIS OF LABIAL LESION(S),510,56441,,"$12,619.00","$8,833.30","$6,884.00",
51010404,HC TRIM SKIN LESIONS 2 TO 4,510,11056,,$938.00,$656.60,$512.00,
51010424,HC EXC FACE-MM B9+MARG 0.5 < CM,510,11440,,"$3,233.00","$2,263.10","$1,764.00",
51010427,HC EXC TR-EXT MLG+MARG 0.5 < CM,510,11600,,"$3,233.00","$2,263.10","$1,764.00",
51010430,HC EXC TR-EXT MLG+MARG 3.1-4 CM,510,11604,,"$3,233.00","$2,263.10","$1,764.00",
51010446,HC DESTRUCT B9 LESION 1-14,510,17110,,$938.00,$656.60,$512.00,
51010449,HC DESTRUCTION OF SKIN LESIONS TNK/ARM/LG M 1.1-2,510,17262,,$938.00,$656.60,$512.00,
51010453,HC DESTRUCTION OF SKIN LESIONS OTHER M 1.1-2,510,17272,,$938.00,$656.60,$512.00,
72310001,HC CIRCUMCISION W/REGIONL BLOCK,723,54150,,"$2,508.00","$1,755.60",$563.00,
74010027,HC INSERT ELECTRODES FOR EEG,740,95830,,$425.00,$297.50,$298.00,
76110192,HC TRIM SKIN LESION BENIGN SINGLE,761,11055,,$938.00,$656.60,$512.00,
76110195,HC STRAPPING UNNA BOOT BILATERAL,761,29580,50,$776.00,$543.20,$423.00,
76110458,HC REMOVE FOREIGN BODY SIMPLE,761,10120,,"$1,762.00","$1,233.40",$961.00,
76110462,HC STRAPPING UNNA BOOT,761,29580,,$776.00,$543.20,$423.00,
76110464,HC APPL MLTLAYR COMPRES LEG BELOW KNEE W/ANKLE FOOT,761,29581,,$776.00,$543.20,$423.00,
92010033,HC FETAL CONTRACT STRESS TEST,920,59020,,$944.00,$660.80,$514.00,
92210003,HC MUSCLE TEST 2 LIMBS,922,95861,,$582.00,$407.40,$318.00,
92210007,HC MUSCLE TEST CRAN NERV UNILAT,922,95867,,$776.00,$543.20,$423.00,
94010204,HC PHLEBOTOMY,940,99195,,$582.00,$407.40,$318.00,
36110449,HC REMOVAL TUNNELED CV CATH W/PORT OR PUMP,361,36590,,"$5,279.00","$3,695.30","$2,880.00",
36110564,HC ABLATE BONE TUMOR(S) PERQ W/GUIDE RF ABLATION,361,20982,,"$31,630.00","$22,141.00","$17,253.00",
36110578,HC INJECTION AA&/STRD NERVES NRVTG SI JOINT W/IMG CDM,361,64451,,"$3,484.00","$2,438.80","$1,901.00",
36110614,HC DRAIN/INJECT JOINT/BURSA INTERMED,361,20605,,"$1,406.00",$984.20,$767.00,
36110677,HC DRAINAGE OF KIDNEY LESION,361,50390,,"$3,233.00","$2,263.10","$1,764.00",
36110718,HC N BLOCK OTHER PERIPHERAL,361,64450,,"$3,484.00","$2,438.80","$1,901.00",
36110725,HC INJ PARAVERT F JNT C/T 2 LEV,361,64491,,"$1,990.00","$1,393.00",$412.00,
36110729,HC INJ PARAVERT F JNT L/S 1 LEV BILAT,361,64493,50,"$4,326.00","$3,028.20","$2,360.00",
36110814,HC INSERT CHEST TUBE,361,32551,,"$5,279.00","$3,695.30","$2,880.00",
36110912,HC TREAT PLEURODESIS W/AGENT,361,32560,,"$4,090.00","$2,863.00","$2,231.00",
36111015,HC CHANGE OF URETER TUBE/STENT,361,50688,,"$9,988.00","$6,991.60","$5,448.00",
36111020,HC ELECTRO-UROFLOWMETRY FIRST,361,51741,,$776.00,$543.20,$423.00,
36111073,HC INJ FORAMEN EPIDURAL CERVICAL/THORACIC BILATERAL,361,64479,50,"$3,484.00","$2,438.80","$1,901.00",
36111279,HC INJECTION ANES ILIOINGUINAL ILIOHYPOGASTRIC NRVS,361,64425,,"$3,484.00","$2,438.80",,
36113067,HC AC WOUND VAC THERAPY UTILIZING DME EQUIP>50SQ CM,361,97606,,"$1,762.00","$1,233.40",$961.00,
36119081,"HC PLMT BILIARY DRAINAGE CATH, INTERNAL-EXTERNAL",361,47534,,"$19,124.00","$13,386.80","$9,462.00",
36119101,"HC PLMT URETERAL STENT PRQ, NEW ACCESS SEP CATH",361,50695,,"$16,952.00","$11,866.40","$8,387.00",
39010001,HC THERAPEUTIC APHERESIS WBC,390,36511,,"$6,557.00","$4,589.90","$3,577.00",
41010205,HC AEROSOL CONTINUOUS DAILY,410,94640,,$982.00,$687.40,,
41010275,HC HIGH FLOW OXYGEN DAILY,410,94640,,$982.00,$687.40,$536.00,
42010080,HC APPLICATION OF UNABOOT,420,29580,,$776.00,$543.20,$423.00,
45010004,HC ED APPL INTERDENTAL FIXATION DEVICE NON-FX/DISLC CDM,450,21110,,"$6,292.00","$4,404.40",,
45010036,HC ED EXC B9 LESION MRGN XCP SK TG T/A/L 1.1-2.0 CM CDM,450,11402,,"$3,233.00","$2,263.10",,
45010039,HC ED EXC B9 LESION MRGN XCP SK TG S/N/H/F/G > 4.0CM CDM,450,11426,,"$7,522.00","$5,265.40",,
45010057,HC ED PARTIAL EXCISION PROXIMAL/MIDDLE PHALANX FINGER CDM,450,26235,,"$7,414.00","$5,189.80",,
45010063,HC ED SUTURE INFRAPATELLAR TENDON PRIMARY CDM,450,27380,,"$33,212.00","$23,248.40",,
45010083,HC ED ARTERIAL PUNCTURE WITHDRAWAL BLOOD DX CDM,450,36600,,$582.00,$407.40,,
45010086,HC ED INTRAORAL I&D TONGUE/FLOOR SUBMENTAL SPACE CDM,450,41007,,"$6,292.00","$4,404.40",,
45010107,HC ED SPINAL PUNCTURE LUMBAR DIAGNOSTIC CDM,450,62270,,"$3,484.00","$2,438.80",,
45010138,HC ED DISTAL RADIAL FRACTURE CDM,450,25606,,"$14,753.00","$10,327.10",,
45010141,HC ED RPR UMBILICAL HRNA 5 YRS/> REDUCIBLE CDM,450,49585,,"$19,124.00","$13,386.80",,
45010148,HC ED VEIN ACCESS CUTDOWN < 1 YR CDM,450,36420,,$347.00,$242.90,,
45010182,HC ED CLOSED TX OF MEDIAL MALLEOLUS FRACTURE W/O MANIP CDM,450,27760,,"$1,200.00",$840.00,,
45010195,HC ED CLOSED TX OF FIBULA FRACTURE PROX W/MANIP CDM,450,27781,,"$7,414.00","$5,189.80",,**
45010232,"HC ED OPEN TX METATARSAL FX,W W/O CDM",450,28485,,"$31,630.00","$22,141.00",,
45010244,HC ED DRAINAGE OF MOUTH LESION CDM,450,41008,,"$13,212.00","$9,248.40",,
45010308,HC ED INSERT NEEDLE BONE CAVITY CDM,450,36680,,"$1,616.00","$1,131.20",,
45010311,HC ED DRAINAGE OF PILONIDAL CYST SIMPLE CDM,450,10080,,"$3,233.00","$2,263.10",,
45010314,HC ED REMOVE FOREIGN BODY COMPLICATED CDM,450,10121,,"$7,522.00","$5,265.40",,
45010346,HC ED DEBRIDE NAIL 1-5 CDM,450,11720,,$347.00,$242.90,,
45010364,HC ED REPAIR SUPERFICIAL WOUND(S) 7.6 TO 12.5CM FACE ERS EYLD NSE LPS MUC CDM,450,12015,,$938.00,$656.60,,
45010369,HC ED REPAIR SUPERFICIAL WOUND(S) > 30.0 CM FACE ERS EYLD NSE LPS MUC CDM,450,12018,,$938.00,$656.60,,
45010387,HC ED INTMD WND REPAIR FACE/MM 5.1 TO 7.5CM CDM,450,12053,,"$1,762.00","$1,233.40",,
45010390,HC ED INTMD WND REPAIR FACE/MM 20.1 TO 30.0CM CDM,450,12056,,"$1,762.00","$1,233.40",,
45010421,HC ED DRAIN BLADDER BY TROCAR/CATH CDM,450,51101,,"$5,297.00","$3,707.90","$2,889.00",
45010450,HC ED INCISION OF EARDRUM W/O GENERAL ANESTHESIA CDM,450,69420,,"$1,083.00",$758.10,,
45010454,HC ED DILATION AND CURETTAGE CDM,450,58120,,"$12,619.00","$8,833.30",,
45010459,HC ED NERVE BLOCK INJ TRIGEMINAL CDM,450,64400,,"$1,406.00",$984.20,,
26010005,HC DRAW BLOOD OFF VENOUS DEVICE,260,36591,,$582.00,$407.40,$318.00,
32010496,HC S&I STENT/CHEST VERT ART,320,0076T,,"$11,233.00","$7,863.10","$10,679.00",
36010063,HC CHANGE EXT/INT URETER STENT,360,50387,,"$9,988.00","$6,991.60","$5,448.00",
36010069,HC INJ FORAMEN EPIDURAL C/T,361,64479,,"$3,484.00","$2,438.80","$1,901.00",
36010072,HC INJS TRANSFOR L/S EA ADD LV COMP,361,64484,,"$2,868.00","$2,007.60",$814.00,
36010105,HC PLACE DUOD/JEJ TUBE PERC,360,49441,,"$8,028.00","$5,619.60","$4,379.00",
36010111,HC DRAINAGE OF BREAST LESION,361,19000,,"$3,233.00","$2,263.10","$1,764.00",
36010338,HC FRAGMENTING OF KIDNEY STONE,360,50590,,"$21,053.00","$14,737.10","$11,483.00",
36010350,HC ASPIR/INJ THYROID CYST,361,60300,,"$3,233.00","$2,263.10","$1,764.00",
36010998,HC DESTROY VULVA LESION/S COMPL,360,56515,,"$14,893.00","$10,425.10","$8,124.00",
36011157,HC RELEASE PALM CONTRACTURE PERC,360,26040,,"$7,414.00","$5,189.80",,
36110002,HC CHORION BIOPSY,361,59015,,"$4,057.00","$2,839.90","$2,213.00",
36110023,HC DX BONE MARROW BX & ASPIR,361,38222,,"$7,522.00","$5,265.40","$4,103.00",
36110042,HC NASAL/OROGASTRIC W/TUBE PLMT,361,43752,,"$1,331.00",$931.70,$726.00,
36110105,HC INTRO GASTROINTESTINAL TUBE,361,44500,,"$4,090.00","$2,863.00","$2,231.00",
36110114,HC REPLACE G/C TUBE PERC,361,49450,,"$4,090.00","$2,863.00","$2,231.00",
36110139,HC TRLUML PERIP ATHRC VISCERAL,361,0235T,,"$45,085.00","$31,559.50","$26,226.00",
36110142,HC TRLUML PERIP ATHRC ILIAC ART,361,0238T,,"$44,521.00","$31,164.70","$24,285.00",
36110242,HC FINE NEEDLE ASPIRATION BX W/US GDN EA ADDL,361,10006,,"$1,812.00","$1,268.40",$988.00,
36110245,HC FINE NEEDLE ASPIRATION BX W/CT GDN EA ADDL,361,10010,,"$1,617.00","$1,131.90",$882.00,
36110248,HC TANGENTIAL BIOPSY SKIN SINGLE LESION,361,11102,,"$1,051.00",$735.70,$574.00,
36110366,HC REMOVAL IMPLANTABLE DEVICE,361,36589,,"$3,568.00","$2,497.60","$1,962.00",
36110441,HC REPLACE TUNNELED CV CATH W/O PUMP,361,36581,,"$14,238.00","$9,966.60","$7,767.00",
36110444,HC REPLACE PICVAD CATH,361,36585,,"$14,238.00","$9,966.60","$7,767.00",
45010501,"HC ED REPAIR OF WOUND OR LESION 2.6 TO 7.5CM CMPLX, FRHD CKS SHN MTH NK AX CDM",450,13132,,"$2,762.00","$1,933.40",,
45010534,"HC ED REMOVAL OF FOREIGN BODY MUSC, SIMP CDM",450,20520,,"$7,522.00","$5,265.40",,
45010539,HC ED INJ TRIGGER POINT 1/2 MUSCL CDM,450,20552,,"$1,406.00",$984.20,,
45010543,HC ED REMOVAL OF SUPPORT IMPLANT CDM,450,20670,,,$0.00,"$4,103.00",
45010581,HC ED TREAT SHOULDER BLADE FX W/O MANIP CDM,450,23570,,"$1,200.00",$840.00,,
45010588,HC ED TREAT HUMERUS FRACTURE W/MANIP CDM,450,23605,,"$7,414.00","$5,189.80",,
45010594,HC ED TREAT SHOULDER DISLOCATION W/MANIP CDM,450,23650,,"$1,200.00",$840.00,,
45010650,HC ED REVISION OF CERVIX 57720 CDM,450,57720,,"$12,619.00","$8,833.30",,
