Procedure_Description,CPT_Code,Gross_Price,Cash_Price
SUBSEQUENT REPAIR OF NERVE,64872,$400.00 ,$200.00 
"NERVE GRAFT, HAND OR FOOT",64890,"$10,072.00 ","$5,036.00 "
"NERVE GRAFT, HAND OR FOOT",64890,"$3,710.00 ","$1,855.00 "
NERVE REPAIR EACH NERVE,64910,"$3,770.00 ","$1,885.00 "
PF NERVE REPAIR EACH NERVE,64910,"$1,793.00 ",$896.50 
NRV RPR W/NRV ALGRFT 1ST,64912,"$21,267.00 ","$10,633.50 "
NRV RPR W/NRV ALGRFT 1ST,64912,"$2,708.00 ","$1,354.00 "
NERVOUS SYSTEM SURGERY,64999,$961.00 ,$480.50 
UNLSTD PROCEDURE NRVS SYSTM,64999,"$1,125.00 ",$562.50 
NERVOUS SYSTEM SURGERY,64999,$283.00 ,$141.50 
PF REM FB CONJUNCTIVA; SUPERF,65205,$122.00 ,$61.00 
REM FB CONJUNCTIVA; SUPERFI,65205,$483.00 ,$241.50 
REM FB CONJUCT SUPERFIC,65205,$483.00 ,$241.50 
PF REM FB CONJUNCTIVA EMBEDDE,65210,$154.00 ,$77.00 
REM FB CONJUNCTIVA; EMBEDDED,65210,"$1,516.00 ",$758.00 
REM FB CONJUCT EMBED,65210,"$1,516.00 ",$758.00 
REM FB EXT EYE; CORNEAL WO SL,65220,$146.00 ,$73.00 
REM FB EXT EYE; CORNEAL WO SL,65220,"$1,516.00 ",$758.00 
REM FB CORNEAL W/O SLIT LMP,65220,"$1,516.00 ",$758.00 
PF REM FB CORNEAL W/SLIT LAMP,65222,$164.00 ,$82.00 
REM FB CORNEAL W SLIT LAMP,65222,$246.00 ,$123.00 
REM FB CORNEAL W/SLIT LAMP,65222,$246.00 ,$123.00 
REPAIR OF EYE WOUND,65270,"$6,408.00 ","$3,204.00 "
REPAIR OF EYE WOUND,65270,$510.00 ,$255.00 
REPAIR OF EYE WOUND,65280,"$15,461.00 ","$7,730.50 "
REPAIR OF EYE WOUND,65280,"$2,449.00 ","$1,224.50 "
EXC/TRANSPOS PTERYGIU WO;GRAF,65420,"$1,394.00 ",$697.00 
EXC/TRANSPOS PTERYGIU WO;GRAF,65420,"$8,324.00 ","$4,162.00 "
REMOVAL OF EYE LESION,65420,"$8,324.00 ","$4,162.00 "
PF REMOVAL EYE LESION,65420,"$1,394.00 ",$697.00 
REMOVAL OF EYE LESION,65426,"$8,375.00 ","$4,187.50 "
PF REMOVAL EYE LESION,65426,"$1,743.00 ",$871.50 
PF RMVL CORNEAL EPITHELIUM,65435,$183.00 ,$91.50 
RMVL CORNEAL EPITHELIUM,65435,"$3,483.00 ","$1,741.50 "
PF TRABECULOPLASTY LASER SURG,65855,"$1,082.00 ",$541.00 
TRABECULOPLASTY LASER SURG,65855,"$2,141.00 ","$1,070.50 "
PF REVISION IRIS LASER,66761,"$1,178.00 ",$589.00 
REVISION OF IRIS LASER,66761,"$2,141.00 ","$1,070.50 "
AFTER CATARACT LASER SURGERY,66821,"$2,141.00 ","$1,070.50 "
PF AFTER CATARACT LASER SURG,66821,$855.00 ,$427.50 
REPOSITION INTRAOCULAR LENS,66825,"$6,593.00 ","$3,296.50 "
PF REPOSITION INTRAOCULAR LEN,66825,"$2,738.00 ","$1,369.00 "
REMOVAL OF LENS MATERIAL,66850,"$8,194.00 ","$4,097.00 "
PF REMOVAL LENS MATERIAL,66850,"$2,359.00 ","$1,179.50 "
REM ECCR IOL INSRT CPLX,66982,"$3,800.00 ","$1,900.00 "
PF RMV ECCR IOL INSRT CMPLX,66982,"$3,219.00 ","$1,609.50 "
ECCR W/IOL INSERT 1 STAGE,66984,"$3,800.00 ","$1,900.00 "
PF RMV ECCR W/IOL INS 1 STAGE,66984,"$2,555.00 ","$1,277.50 "
INSERT LENS PROSTHESIS,66985,"$7,601.00 ","$3,800.50 "
PF INSERT LENS PROSTHESIS,66985,"$2,834.00 ","$1,417.00 "
EXCHANGE LENS PROSTHESIS,66986,"$7,601.00 ","$3,800.50 "
EXCHANGE LENS PROSTHESIS,66986,"$3,313.00 ","$1,656.50 "
PARTIAL REMOVAL OF EYE FLUID,67005,"$4,434.00 ","$2,217.00 "
PF PARTIAL REMOVAL EYE FLUID,67005,"$1,158.00 ",$579.00 
REMOVAL OF INNER EYE FLUID,67036,"$12,799.00 ","$6,399.50 "
REMOVAL OF INNER EYE FLUID,67036,"$3,484.00 ","$1,742.00 "
DSTRJ LOCLZD LES RETINA 1+ SE,67210,"$2,141.00 ","$1,070.50 "
PF DSTRJ LOCLZD LES RETINA 1+,67210,"$2,069.00 ","$1,034.50 "
EXTSV RETINOPATHY 1+ SESS PHO,67228,"$2,141.00 ","$1,070.50 "
PF EXTSV RETINOPTHY 1+SESS PH,67228,"$2,807.00 ","$1,403.50 "
BLEPHAROTOMY EYELID,67700,$267.00 ,$133.50 
BLEPHAROTOMY EYELID,67700,"$1,223.00 ",$611.50 
BLEPHAROT EYELID DRAIN ABSC,67700,"$1,223.00 ",$611.50 
CANTHOTOMY,67715,"$8,324.00 ","$4,162.00 "
CANTHOTOMY,67715,$395.00 ,$197.50 
EXC OF CHALAZION; SINGLE,67800,"$1,223.00 ",$611.50 
PF EXC CHALAZION; SINGLE,67800,$280.00 ,$140.00 
EXC OF CHALAZ; MULTI SAME LID,67801,"$3,483.00 ","$1,741.50 "
PF EXC CHALAZ; MULTI SAME LID,67801,$383.00 ,$191.50 
EXC OF CHALAZ; MULT DIFF LIDS,67805,"$1,223.00 ",$611.50 
PF EXC CHALAZ; MULT DIFF LIDS,67805,$452.00 ,$226.00 
PF REVISE EYELASHES,67820,$175.00 ,$87.50 
REVISE EYELASHES,67820,$459.00 ,$229.50 
CORRECT TRICHIASIS; INC LID M,67830,"$2,400.00 ","$1,200.00 "
PF CORRCT TRICHIASIS INC LID,67830,$484.00 ,$242.00 
EXC EYELID LES WO CLOSE/SMPL,67840,"$3,483.00 ","$1,741.50 "
PF EXC EYELID LES WO CLOS/SMP,67840,$417.00 ,$208.50 
EXC EYELID LESION WO CLS/RPR,67840,$928.00 ,$464.00 
EXC EYELID LESION WO CLS/RPR,67840,$417.00 ,$208.50 
REPAIR BROW DEFECT,67900,"$7,837.00 ","$3,918.50 "
REPAIR BROW DEFECT,67900,"$1,842.00 ",$921.00 
REP BLPHAROPT; TLR/ADV INTRVL,67903,"$8,375.00 ","$4,187.50 "
REP BLPHAROPT; TLR/ADV INTRVL,67903,"$1,787.00 ",$893.50 
REPAIR EYELID DEFECT,67904,"$7,837.00 ","$3,918.50 "
REPAIR EYELID DEFECT,67904,"$2,167.00 ","$1,083.50 "
REPAIR EYELID DEFECT,67908,"$6,980.00 ","$3,490.00 "
REPAIR EYELID DEFECT,67908,"$1,559.00 ",$779.50 
EXTENSIVE ECTROPIAN REPAIR,67917,"$5,911.00 ","$2,955.50 "
PF REPAIR EYELID DEFECT,67917,"$1,862.00 ",$931.00 
REPAIR EYELID DEFECT,67924,"$6,435.00 ","$3,217.50 "
REPAIR EYELID DEFECT,67924,"$1,265.00 ",$632.50 
REM FB EYELID EMBEDDED,67938,"$1,223.00 ",$611.50 
REVISION OF EYELID,67961,"$4,906.00 ","$2,453.00 "
PF REVISION EYELID,67961,"$1,679.00 ",$839.50 
BIOPSY OF EYELID LINING,68100,"$3,191.00 ","$1,595.50 "
BIOPSY OF EYELID LINING,68100,$355.00 ,$177.50 
EXCISION OF LESION CONJNCTIVA,68110,$543.00 ,$271.50 
EXCISION OF LESION CONJNCTIVA,68110,"$8,375.00 ","$4,187.50 "
EXCISION OF LESION CONJNCTIVA,68110,"$8,375.00 ","$4,187.50 "
EXCISION OF LESION CONJNCTIVA,68110,$543.00 ,$271.50 
DRAIN ABSC/HEMA EAR EXT SMP,69000,"$2,632.00 ","$1,316.00 "
DRAIN EXTERNAL EAR LESION,69000,"$2,632.00 ","$1,316.00 "
DRAIN EXTERNAL EAR LESION,69000,$437.00 ,$218.50 
DRAIN EXTERNAL EAR LESION,69005,$569.00 ,$284.50 
DRAIN EXTERNAL EAR LESION,69005,"$3,939.00 ","$1,969.50 "
PROC RM-I&D EAR ABSCESS COMPL,69005,"$3,939.00 ","$1,969.50 "
DRAIN EXTERNAL EAR LESION,69005,$569.00 ,$284.50 
PF BIOPSY EXTERNAL EAR,69100,$172.00 ,$86.00 
PF BIOPSY EXTERNAL EAR,69100,$889.00 ,$444.50 
EXC EXT EAR; PRTL SMPLE REPAI,69110,"$10,684.00 ","$5,342.00 "
EXC EXT EAR; PRTL SMPLE REPAI,69110,"$1,170.00 ",$585.00 
CLEAR FB OUTER EAR CANAL,69200,$483.00 ,$241.50 
PF REM FB CANAL AUD EXT,69200,$226.00 ,$113.00 
REM FB CANAL AUD EXT W/O AN,69200,$483.00 ,$241.50 
REMOVE IMPACTED EAR WAX UNI,69209,$35.00 ,$17.50 
REMOVE IMPACTED EAR WAX UNI,69209,$256.00 ,$128.00 
REMOVE IMPACTED EAR WAX UNI,69209,$256.00 ,$128.00 
PF REMOVE IMPACTED EAR WAX,69210,$118.00 ,$59.00 
PF REMOVE IMPACTED EAR WAX,69210,$118.00 ,$59.00 
REMOVE IMPACTED EAR WAX,69210,$181.00 ,$90.50 
REMOVE CERUMEN IMPACTED,69210,$181.00 ,$90.50 
PF REMOVE IMPACTED EAR WAX,69210,$118.00 ,$59.00 
CLEAN OUT MASTOID CAVITY,69220,$761.00 ,$380.50 
PF CLEAN OUT MASTOID CAVITY,69220,$177.00 ,$88.50 
OTOPLSTY PRTRDNG EAR,69300,"$10,106.00 ","$5,053.00 "
OTOPLSTY PRTRDNG EAR,69300,"$1,708.00 ",$854.00 
MYRINGOTOMY,69420,$432.00 ,$216.00 
MYRINGOTOMY,69420,$952.00 ,$476.00 
CREATE EARDRUM OPENING,69433,"$1,431.00 ",$715.50 
PF CREATE EARDRUM OPENING,69433,$337.00 ,$168.50 
TYMPANOSTMY LOCAL; UNLTRL,69433,"$1,431.00 ",$715.50 
TYMPANOSTMY LOCAL; UNLTRL,69433,$337.00 ,$168.50 
CREATE EARDRUM OPENING,69436,"$5,231.00 ","$2,615.50 "
PF CREATE EARDRUM OPENING,69436,$564.00 ,$282.00 
TYMPANIC MEMBRANE REPAIR,69610,$996.00 ,$498.00 
TYMPANIC MEMBRANE REPAIR,69610,"$10,105.00 ","$5,052.50 "
REPAIR OF EARDRUM,69620,"$7,394.00 ","$3,697.00 "
REPAIR OF EARDRUM,69620,"$1,804.00 ",$902.00 
REPAIR EARDRUM STRUCTURES,69631,"$19,087.00 ","$9,543.50 "
PF REPAIR EARDRUM STRUCTURES,69631,"$2,799.00 ","$1,399.50 "
MICROSURGERY ADD-ON,69990,$935.00 ,$467.50 
PF SKULL OR SPINE MICROSURGER,69990,"$1,043.00 ",$521.50 
MYELOGRAM POST FOSSA - D,70010,"$1,296.00 ",$648.00 
MYELOGRAM POST FOSSA - D,70010,$207.00 ,$103.50 
EYE FOR FOREIGN BODY,70030,$269.00 ,$134.50 
EYE FOR FOREIGN BODY,70030,$33.00 ,$16.50 
MANDIBLE LESS THAN 4 VWS LT,70100,$151.00 ,$75.50 
MANDIBLE LESS THAN 4 VWS RT,70100,$151.00 ,$75.50 
MANDIBLE LESS THAN 4 VWS LT,70100,$41.00 ,$20.50 
MANDIBLE LESS THAN 4 VWS RT,70100,$41.00 ,$20.50 
MANDIBLE SERIES BILAT 4+ VWS,70100,$45.00 ,$22.50 
MANDIBLE SERIES BILAT 4+ VWS,70110,$485.00 ,$242.50 
MASTOIDS COMPLETE,70130,$485.00 ,$242.50 
MASTOIDS COMPLETE,70130,$61.00 ,$30.50 
FACIAL BONES LESS THAN 3 VIEW,70140,$109.00 ,$54.50 
FACIAL BONES LESS THAN 3 VIEW,70140,$34.00 ,$17.00 
"FACIAL BONES, LESS THAN 3 VIE",70140,$34.00 ,$17.00 
FACIAL BONES MIN 3 VIEWS,70150,$485.00 ,$242.50 
FACIAL BONES MIN 3 VIEWS,70150,$45.00 ,$22.50 
NASAL BONES,70160,$93.00 ,$46.50 
NASAL BONES,70160,$33.00 ,$16.50 
ORBITS COMPLETE MIN 4 VIEWS,70200,$485.00 ,$242.50 
ORBITS COMPLETE MIN 4 VIEWS,70200,$50.00 ,$25.00 
SINUSES LESS THAN 3 VIEWS,70210,$109.00 ,$54.50 
SINUSES LESS THAN 3 VIEWS,70210,$33.00 ,$16.50 
SINUSES COMPLT MIN 3 VWS,70220,$136.00 ,$68.00 
SINUSES COMPLT MIN 3 VWS,70220,$50.00 ,$25.00 
SELLA TURCICA AP & LAT CONED,70240,$269.00 ,$134.50 
SELLA TURCICA AP & LAT CONED,70240,$33.00 ,$16.50 
SKULL LIMITED OR INFANT 1-3 V,70250,$485.00 ,$242.50 
SKULL LIMITED OR INFANT 1-3 V,70250,$42.00 ,$21.00 
SKULL SERIES,70260,$485.00 ,$242.50 
SKULL SERIES,70260,$61.00 ,$30.50 
PANOREX - DENTAL,70320,$42.00 ,$21.00 
PANOREX - DENTAL,70320,$995.00 ,$497.50 
PANOREX TRAUMA MANDIBLE,70320,$995.00 ,$497.50 
PANOREX - DENTAL,70320,$42.00 ,$21.00 
PANOREX TRAUMA MANDIBLE,70320,$42.00 ,$21.00 
TMJ SERIES (BOTH TMJ JTS),70330,$147.00 ,$73.50 
TMJ SERIES (BOTH TMJ JTS),70330,$42.00 ,$21.00 
NECK SOFT TISSUE,70360,$269.00 ,$134.50 
NECK SOFT TISSUE,70360,$33.00 ,$16.50 
SIALOGRAM S&I  LT,70390,$338.00 ,$169.00 
SIALOGRAM S&I  RT,70390,$338.00 ,$169.00 
SIALOGRAM S&I  LT,70390,$67.00 ,$33.50 
SIALOGRAM S&I  RT,70390,$67.00 ,$33.50 
CT HEAD W/O CON,70450,$827.00 ,$413.50 
CT HEAD W/O CON,70450,$147.00 ,$73.50 
CT HEAD W CON,70460,$965.00 ,$482.50 
CT HEAD W CON,70460,$147.00 ,$73.50 
CT HEAD  W&W/O CON,70470,"$1,518.00 ",$759.00 
CT HEAD  W&W/O CON,70470,$279.00 ,$139.50 
CT EAR CANAL W/O CON,70480,"$1,044.00 ",$522.00 
CT MASTOID W/O CON,70480,"$1,044.00 ",$522.00 
CT ORBIT W/O CON,70480,"$1,044.00 ",$522.00 
CT SELLA TURCICA W/O CON,70480,"$1,044.00 ",$522.00 
CT EAR CANAL W/O CON,70480,$223.00 ,$111.50 
CT MASTOID W/O CON,70480,$223.00 ,$111.50 
CT ORBIT W/O CON,70480,$223.00 ,$111.50 
CT SELLA TURCICA W/O CON,70480,$223.00 ,$111.50 
CT EAR CANAL W CON,70481,$965.00 ,$482.50 
CT MASTOID ORBIT SELLA W CON,70481,$965.00 ,$482.50 
CT EAR CANAL W CON,70481,$239.00 ,$119.50 
CT MASTOID ORBIT SELLA W CON,70481,$239.00 ,$119.50 
CT ORBIT W/CON,70481,$690.00 ,$345.00 
CT EAR CANAL W&W/O CON,70482,"$1,206.00 ",$603.00 
CT MASTOID ORBIT SELLA W&W/O,70482,"$1,206.00 ",$603.00 
CT EAR CANAL W&W/O CON,70482,$249.00 ,$124.50 
CT MASTOID ORBIT SELLA W&W/O,70482,$249.00 ,$124.50 
CT FACE W/O CON,70486,$827.00 ,$413.50 
CT SINUS W/O CON,70486,$827.00 ,$413.50 
CT FACE W/O CON,70486,$216.00 ,$108.00 
CT SINUS W/O CON,70486,$216.00 ,$108.00 
CT FACE AND SINUS W CON,70487,$965.00 ,$482.50 
CT FACE AND SINUS W CON,70487,$223.00 ,$111.50 
CT FACE AND SINUS W&W/O CON,70488,"$1,206.00 ",$603.00 
CT FACE AND SINUS W&W/O CON,70488,$244.00 ,$122.00 
CT SOFT TISUE NECK W/O CON,70490,$827.00 ,$413.50 
CT SOFT TISUE NECK W/O CON,70490,$147.00 ,$73.50 
CT SOFT TISUE NECK W CON,70491,$965.00 ,$482.50 
CT SOFT TISUE NECK W CON,70491,$239.00 ,$119.50 
CT SOFT TISUE NECK W&W/O CON,70492,"$1,131.00 ",$565.50 
CT SOFT TISUE NECK W&W/O CON,70492,$265.00 ,$132.50 
CT ANGIO HEAD W POST PROCESS,70496,"$1,813.00 ",$906.50 
CT ANGIO HEAD W POST PROCESS,70496,$302.00 ,$151.00 
CT ANGIO NECK W POST PROCESS,70498,"$1,700.00 ",$850.00 
CT ANGIO NECK W POST PROCESS,70498,$302.00 ,$151.00 
MRI-NECK-W/O,70540,"$1,922.00 ",$961.00 
"MRI-ORBIT, FACE, NECK-W/O",70540,"$1,922.00 ",$961.00 
MRI-TEMPORAMANDIBULAR JTS,70540,"$1,922.00 ",$961.00 
MRI-NECK-W/O,70540,$230.00 ,$115.00 
"MRI-ORBIT, FACE, NECK-W/O",70540,$23.00 ,$11.50 
MRI-TEMPORAMANDIBULAR JTS,70540,$258.00 ,$129.00 
MRI-NECK-W CON,70542,"$2,147.00 ","$1,073.50 "
"MRI-ORBIT, FACE, NECK-W CON",70542,"$2,147.00 ","$1,073.50 "
MRI-NECK-W CON,70542,$208.00 ,$104.00 
"MRI-ORBIT, FACE, NECK-W CON",70542,$279.00 ,$139.50 
MRI-NECK-W/O & W,70543,"$4,238.00 ","$2,119.00 "
"MRI-ORBIT, FACE, NECK-W/0 & W",70543,"$4,238.00 ","$2,119.00 "
MRI-NECK-W/O & W,70543,$365.00 ,$182.50 
"MRI-ORBIT, FACE, NECK-W/0 & W",70543,$365.00 ,$182.50 
MRA-HEAD ANGIO-W/O,70544,"$1,922.00 ",$961.00 
MRV W/O CON (VEIN),70544,"$1,922.00 ",$961.00 
MRA-HEAD ANGIO-W/O,70544,$208.00 ,$104.00 
MRV W/O CON (VEIN),70544,$208.00 ,$104.00 
MRA-HEAD ANGIO-W CON,70545,"$1,802.00 ",$901.00 
MRV W/ CON (VEIN),70545,"$1,802.00 ",$901.00 
MRA-HEAD ANGIO-W CON,70545,$208.00 ,$104.00 
MRV W/CON (VEIN),70545,$208.00 ,$104.00 
MRA-HEAD ANGIO-W/O & W,70546,"$3,568.00 ","$1,784.00 "
MRV W/ AND W/O CON (VEIN),70546,"$3,568.00 ","$1,784.00 "
MRA-HEAD ANGIO-W/O & W,70546,$313.00 ,$156.50 
"MRA, NECK ANGIO W/O",70547,"$2,276.00 ","$1,138.00 "
"MRA, NECK ANGIO W/O",70547,$240.00 ,$120.00 
"MRA, NECK ANGIO W CON",70548,"$2,276.00 ","$1,138.00 "
"MRA, NECK ANGIO W CON",70548,$240.00 ,$120.00 
"MRA, NECK ANGIO W/O & W",70549,"$4,498.00 ","$2,249.00 "
"MRA, NECK ANGIO W/O & W",70549,$361.00 ,$180.50 
MRI-HEAD-W/O,70551,"$1,922.00 ",$961.00 
MRI-HEAD-W/O,70551,$258.00 ,$129.00 
MRI-HEAD-W CON,70552,"$2,160.00 ","$1,080.00 "
MRI-HEAD-W CON,70552,$310.00 ,$155.00 
MRI-HEAD-W/O & W,70553,"$2,304.00 ","$1,152.00 "
MRI-HEAD-W/O & W,70553,$408.00 ,$204.00 
CHEST 1 VIEW  (AP/PA OR LAT),71045,$278.00 ,$139.00 
CHEST APICAL LORDOTIC ONLY,71045,$109.00 ,$54.50 
CHEST DECUBITUS ONLY LT,71045,$122.00 ,$61.00 
CHEST DECUBITUS ONLY RT,71045,$122.00 ,$61.00 
CHEST PORTABLE,71045,$278.00 ,$139.00 
CHEST POSITIVE PPD,71045,$109.00 ,$54.50 
CHEST 1 VIEW  (AP/PA OR LAT),71045,$32.00 ,$16.00 
CHEST APICAL LORDOTIC ONLY,71045,$34.00 ,$17.00 
CHEST DECUBITUS ONLY LT,71045,$33.00 ,$16.50 
CHEST DECUBITUS ONLY RT,71045,$33.00 ,$16.50 
CHEST PORTABLE,71045,$32.00 ,$16.00 
CHEST POSITIVE PPD,71045,$33.00 ,$16.50 
"CHEST,1 VIEW",71045,$46.00 ,$23.00 
CHEST BILAT DECUBS,71046,$122.00 ,$61.00 
CHEST OBLIQUE ONLY LT,71046,$109.00 ,$54.50 
CHEST OBLIQUE ONLY RT,71046,$109.00 ,$54.50 
CHEST PA & LATERAL,71046,$157.00 ,$78.50 
CHEST BOTH DECUBITUS,71046,$38.00 ,$19.00 
CHEST OBLIQUE ONLY LT,71046,$34.00 ,$17.00 
CHEST OBLIQUE ONLY RT,71046,$34.00 ,$17.00 
CHEST PA & LATERAL,71046,$41.00 ,$20.50 
CHEST 3 VIEWS,71047,$285.00 ,$142.50 
CHEST PA LAT & APICAL LORDOTI,71047,$162.00 ,$81.00 
CHEST 3 VIEWS,71047,$49.00 ,$24.50 
CHEST PA LAT & APICAL LORDOTI,71047,$48.00 ,$24.00 
CHEST 4 OR MORE VIEWS,71048,$546.00 ,$273.00 
CHEST PA LAT & BOTH DECUBS,71048,$176.00 ,$88.00 
"CHEST, PA, LAT, BOTH OBLIQUES",71048,$176.00 ,$88.00 
CHEST 4 OR MORE VIEWS,71048,$56.00 ,$28.00 
CHEST PA LAT & BOTH DECUBS,71048,$55.00 ,$27.50 
"CHEST, BILAT DECUBS",71048,$38.00 ,$19.00 
"CHEST, PA, LAT, BOTH OBLIQUES",71048,$61.00 ,$30.50 
RIBS W/O CHEST LT,71100,$102.00 ,$51.00 
RIBS W/O CHEST RT,71100,$102.00 ,$51.00 
RIBS W/O CHEST LT,71100,$38.00 ,$19.00 
RIBS W/O CHEST RT,71100,$38.00 ,$19.00 
RIBS W PA CHEST LT,71101,$485.00 ,$242.50 
RIBS W PA CHEST RT,71101,$485.00 ,$242.50 
RIBS W PA CHEST LT,71101,$49.00 ,$24.50 
RIBS W PA CHEST RT,71101,$49.00 ,$24.50 
"RIBS, LT, W PA CHEST",71101,$48.00 ,$24.00 
"RIBS, RT W PA CHEST",71101,$48.00 ,$24.00 
RIBS BILATERAL W/O CHEST,71110,$485.00 ,$242.50 
RIBS BILATERAL W/O CHEST,71110,$48.00 ,$24.00 
"RIBS, BILATERAL",71110,$48.00 ,$24.00 
RIBS BILAT  W PA CHEST,71111,$485.00 ,$242.50 
RIBS BILAT  W PA CHEST,71111,$58.00 ,$29.00 
STERNUM,71120,$112.00 ,$56.00 
STERNUM,71120,$36.00 ,$18.00 
STERNO-CLAVICULA JTS (SC JTS),71130,$114.00 ,$57.00 
STERNO-CLAVICULA JTS (SC JTS),71130,$38.00 ,$19.00 
CT CHEST HIGH RESOLUTION,71250,"$1,007.00 ",$503.50 
CT CHEST W/O CON,71250,"$1,007.00 ",$503.50 
CT CHEST W/O CON ADDL EXAM,71250,"$1,007.00 ",$503.50 
CT CHEST HIGH RESOLUTION,71250,$201.00 ,$100.50 
CT CHEST W/O CON,71250,$201.00 ,$100.50 
CT CHEST W/O CON ADDL EXAM,71250,$201.00 ,$100.50 
CT CHEST W CON,71260,"$1,206.00 ",$603.00 
CT CHEST W CON ADDL EXAM,71260,"$1,206.00 ",$603.00 
CT CHEST W CON,71260,$214.00 ,$107.00 
CT CHEST W CON ADDL EXAM,71260,$214.00 ,$107.00 
CT CHEST W&W/O CON,71270,"$1,512.00 ",$756.00 
CT CHEST W&W/O CON ADDL EXAM,71270,"$1,512.00 ",$756.00 
CT CHEST W&W/O CON,71270,$239.00 ,$119.50 
CT CHEST W&W/O CON ADDL EXAM,71270,$239.00 ,$119.50 
CT ANGIO CHEST W POST PROCESS,71275,"$1,504.00 ",$752.00 
CT CHEST (PULMON ANGIO) W CON,71275,"$1,504.00 ",$752.00 
CT ANGIO CHEST W POST PROCESS,71275,$311.00 ,$155.50 
CT CHEST (PULMON ANGIO) W CON,71275,$311.00 ,$155.50 
MRI-CHEST-W/O,71550,"$1,793.00 ",$896.50 
MRI-CHEST-W/O,71550,$253.00 ,$126.50 
MRI-CHEST-W CON,71551,"$2,150.00 ","$1,075.00 "
MRI-CHEST-W CON,71551,$298.00 ,$149.00 
MRI-CHEST-W/O & W,71552,"$4,226.00 ","$2,113.00 "
MRI-CHEST-W/O & W,71552,$391.00 ,$195.50 
MRA-CHEST ANGIO,71555,"$1,802.00 ",$901.00 
MRA-CHEST ANGIO,71555,$313.00 ,$156.50 
SPINE CERV ANY SINGLE VIEW,72020,$269.00 ,$134.50 
SPINE LUMB ANY SINGLE VIEW,72020,$269.00 ,$134.50 
SPINE THOR ANY SINGLE VIEW,72020,$269.00 ,$134.50 
SPINE CERV ANY SINGLE VIEW,72020,$29.00 ,$14.50 
SPINE LUMB ANY SINGLE VIEW,72020,$29.00 ,$14.50 
SPINE THOR ANY SINGLE VIEW,72020,$29.00 ,$14.50 
SPINE CERVICAL AP LAT & ODONT,72040,$106.00 ,$53.00 
"CERVICAL SPINE, AP, LAT, ODON",72040,$38.00 ,$19.00 
SPINE CERVICAL AP LAT & ODONT,72040,$38.00 ,$19.00 
SPINE CERVICAL W FLEX & EXT,72050,$485.00 ,$242.50 
SPINE CERVICAL W FLEX & EXT,72050,$58.00 ,$29.00 
SPINE CERVICAL COMPLETE W OBL,72052,$194.00 ,$97.00 
CERVICAL SPINE W/OBLIQUES,72052,$64.00 ,$32.00 
SPINE CERVICAL COMPLETE W OBL,72052,$64.00 ,$32.00 
SPINE THOR AP LAT & SWIMMERS,72072,$485.00 ,$242.50 
SPINE THOR AP LAT & SWIMMERS,72072,$38.00 ,$19.00 
"THORACIC SPINE, AP, LAT & SWI",72072,$38.00 ,$19.00 
SPINE THORACOLUMBAR JCT T10-L,72080,$115.00 ,$57.50 
SPINE THORACOLUMBAR JCT T10-L,72080,$42.00 ,$21.00 
"THORACO-LUMBAR SPINE, AP & LA",72080,$42.00 ,$21.00 
SCOLIOSIS SURVEY STANDING,72081,$269.00 ,$134.50 
SCOLIOSIS SURVEY STANDING,72081,$42.00 ,$21.00 
SPINE ENTIRE AP & LATERAL,72082,$176.00 ,$88.00 
SPINE ENTIRE AP & LATERAL,72082,$80.00 ,$40.00 
"SPINE LUMBAR AP, LAT & SPOT",72100,$485.00 ,$242.50 
SPINE LUMBAR OBLIQUES ONLY,72100,$485.00 ,$242.50 
"LUMBAR SPINE, AP, LAT & SPOT",72100,$42.00 ,$21.00 
"SPINE LUMBAR AP, LAT & SPOT",72100,$42.00 ,$21.00 
SPINE LUMBAR OBLIQUES ONLY,72100,$42.00 ,$21.00 
SPINE LUMBAR W OBLIQUES,72110,$485.00 ,$242.50 
SPINE LUMBAR W OBLIQUES,72110,$58.00 ,$29.00 
SPINE LUMBAR AP LAT & BENDING,72114,$204.00 ,$102.00 
SPINE LUMBAR AP LAT & BENDING,72114,$64.00 ,$32.00 
CT SPN CERV WO CON,72125,"$1,010.00 ",$505.00 
CT SPN CERV WO CON,72125,$201.00 ,$100.50 
CT SPN CERV W CON,72126,"$1,206.00 ",$603.00 
CT SPN CERV W CON,72126,$210.00 ,$105.00 
CT SPN CERV W&W/O CON,72127,"$1,413.00 ",$706.50 
CT SPN CERV W&W/O CON,72127,$219.00 ,$109.50 
CT SPN THOR WO CON,72128,"$1,010.00 ",$505.00 
CT SPN THOR WO CON,72128,$201.00 ,$100.50 
CT SPN THOR W CON,72129,"$1,206.00 ",$603.00 
CT SPN THOR W CON,72129,$210.00 ,$105.00 
CT SPN THOR W&WO CON,72130,"$1,418.00 ",$709.00 
CT SPN THOR W&WO CON,72130,$219.00 ,$109.50 
CT SPN LUMB WO CON,72131,"$1,010.00 ",$505.00 
CT SPN LUMB WO CON,72131,$201.00 ,$100.50 
CT SPN LUMB W CON,72132,"$1,206.00 ",$603.00 
CT SPN LUMB W CON,72132,$210.00 ,$105.00 
CT SPN LUMB W&WO CON,72133,"$1,418.00 ",$709.00 
CT SPN LUMB W&WO CON,72133,$223.00 ,$111.50 
MRI-SPINAL-CERVICAL-W/O,72141,"$1,922.00 ",$961.00 
MRI-SPINAL-CERVICAL-W/O,72141,$277.00 ,$138.50 
